Date,Price,Open,High,Low,Vol.,Change %,Sector,value
2023-07-14,13.85,13.42,13.85,13.42,0.86K,3.2,bank,BH
2023-07-13,13.42,13.85,13.85,13.42,0.20K,-2.04,bank,BH
2023-07-12,13.7,13.7,13.7,13.7,0.07K,0.0,bank,BH
2023-07-11,13.7,13.32,13.7,13.32,2.68K,0.0,bank,BH
2023-07-10,13.7,13.7,13.7,13.7,0.07K,-1.44,bank,BH
2023-07-07,13.9,13.25,13.9,13.25,0.20K,-0.36,bank,BH
2023-07-06,13.95,13.25,13.95,13.25,5.44K,4.49,bank,BH
2023-07-05,13.35,13.22,13.35,13.22,1.02K,0.98,bank,BH
2023-07-04,13.22,13.4,13.4,13.2,6.58K,-1.64,bank,BH
2023-07-03,13.44,13.4,13.44,13.4,0.31K,0.0,bank,BH
2023-06-30,13.44,13.4,13.44,13.3,1.24K,0.3,bank,BH
2023-06-27,13.4,13.41,13.41,13.4,1.00M,0.0,bank,BH
2023-06-26,13.4,13.41,13.41,13.18,2.58K,-0.07,bank,BH
2023-06-23,13.41,13.14,13.41,13.14,2.01K,0.07,bank,BH
2023-06-22,13.4,13.11,13.4,13.11,0.67K,0.0,bank,BH
2023-06-21,13.4,13.1,13.4,13.1,1.15K,-0.3,bank,BH
2023-06-20,13.44,13.45,13.45,13.0,3.97K,2.28,bank,BH
2023-06-19,13.14,12.91,13.4,12.9,1.67K,0.0,bank,BH
2023-06-16,13.14,13.0,13.14,12.6,3.91K,1.08,bank,BH
2023-06-15,13.0,13.1,13.1,13.0,0.10K,-0.99,bank,BH
2023-06-14,13.13,13.14,13.14,12.76,0.52K,-0.08,bank,BH
2023-06-13,13.14,13.42,13.42,12.92,6.26K,-2.16,bank,BH
2023-06-12,13.43,13.43,13.43,13.43,0.17K,-3.73,bank,BH
2023-06-09,13.95,14.0,14.0,13.95,0.12K,-2.99,bank,BH
2023-06-08,14.38,14.0,14.38,14.0,13.68K,2.71,bank,BH
2023-06-07,14.0,14.29,14.29,13.94,30.14K,-2.03,bank,BH
2023-06-06,14.29,14.3,14.3,13.92,30.70K,2.07,bank,BH
2023-06-05,14.0,13.9,14.28,13.9,19.50K,-0.14,bank,BH
2023-06-02,14.02,13.7,14.02,13.7,1.99K,-0.07,bank,BH
2023-06-01,14.03,13.7,14.03,13.4,9.70K,-0.36,bank,BH
2023-05-31,14.08,14.09,14.13,13.9,40.75K,-0.78,bank,BH
2023-05-30,14.19,13.99,14.3,13.9,72.02K,1.36,bank,BH
2023-05-29,14.0,14.0,14.0,14.0,1.01K,0.0,bank,BH
2023-05-26,14.0,13.7,14.0,13.7,3.60K,1.82,bank,BH
2023-05-25,13.75,13.65,13.75,13.63,3.21K,0.0,bank,BH
2023-05-24,13.75,13.3,14.0,13.3,0.94K,3.7,bank,BH
2023-05-23,13.26,14.0,14.0,13.26,0.40K,-3.21,bank,BH
2023-05-22,13.7,13.1,13.8,13.1,1.09K,2.62,bank,BH
2023-05-19,13.35,13.3,13.35,13.0,1.76K,-1.11,bank,BH
2023-05-18,13.5,13.67,13.67,13.5,1.61K,-1.46,bank,BH
2023-05-17,13.7,13.6,13.72,13.5,2.32K,-0.22,bank,BH
2023-05-16,13.73,13.85,14.0,13.73,0.57K,-1.93,bank,BH
2023-05-15,14.0,14.0,14.0,14.0,0.05K,-0.92,bank,BH
2023-05-12,14.13,14.0,14.13,14.0,145.11K,-0.63,bank,BH
2023-05-11,14.22,14.21,14.22,14.21,0.04K,0.0,bank,BH
2023-05-10,14.22,14.22,14.22,14.1,4.62K,0.0,bank,BH
2023-05-09,14.22,13.9,14.48,13.9,7.62K,2.3,bank,BH
2023-05-08,13.9,14.09,14.09,13.9,2.37K,-0.64,bank,BH
2023-05-05,13.99,13.0,13.99,13.0,8.89K,5.98,bank,BH
2023-05-04,13.2,12.91,13.25,12.91,9.17K,5.6,bank,BH
2023-05-03,12.5,12.5,12.5,12.5,1.49K,-3.4,bank,BH
2023-05-02,12.94,12.94,12.94,12.94,0.63K,-0.08,bank,BH
2023-04-28,12.95,12.75,12.95,12.75,2.03K,0.0,bank,BH
2023-04-27,12.95,12.75,12.95,12.75,0.30K,1.57,bank,BH
2023-04-26,12.75,12.75,12.75,12.75,0.39K,-1.92,bank,BH
2023-04-25,13.0,13.0,13.0,13.0,0.26K,0.0,bank,BH
2023-04-24,13.0,13.39,13.4,13.0,0.42K,-2.99,bank,BH
2023-04-20,13.4,13.39,13.4,13.39,0.18K,-0.59,bank,BH
2023-04-19,13.48,13.48,13.48,13.48,0.01K,-0.15,bank,BH
2023-04-17,13.5,13.5,13.5,13.5,0.01K,0.0,bank,BH
2023-04-14,13.5,13.5,13.5,13.5,0.23K,-0.52,bank,BH
2023-04-13,13.57,13.57,13.57,13.57,0.36K,-0.15,bank,BH
2023-04-12,13.59,13.6,13.6,13.59,1.28K,-1.02,bank,BH
2023-04-11,13.73,13.78,13.78,13.73,0.55K,-0.44,bank,BH
2023-04-10,13.79,13.79,13.79,13.79,0.28K,-0.07,bank,BH
2023-04-07,13.8,13.5,13.95,13.5,10.36K,-1.08,bank,BH
2023-04-06,13.95,13.94,13.95,13.94,0.84K,0.43,bank,BH
2023-04-05,13.89,13.9,13.9,13.89,0.40K,-0.07,bank,BH
2023-04-04,13.9,13.95,13.95,13.89,1.39K,-0.14,bank,BH
2023-04-03,13.92,13.8,13.92,13.6,2.05K,0.14,bank,BH
2023-03-31,13.9,13.87,13.9,13.8,4.79K,0.07,bank,BH
2023-03-30,13.89,13.4,13.89,13.4,0.26K,-0.07,bank,BH
2023-03-29,13.9,13.92,13.92,13.9,1.55K,0.07,bank,BH
2023-03-28,13.89,13.92,13.92,13.89,0.79K,-0.29,bank,BH
2023-03-27,13.93,13.94,13.94,13.93,1.08K,0.65,bank,BH
2023-03-24,13.84,13.84,13.84,13.84,0.15K,0.0,bank,BH
2023-03-23,13.84,13.84,13.84,13.84,0.04K,-0.79,bank,BH
2023-03-22,13.95,13.99,13.99,13.84,1.22K,-0.36,bank,BH
2023-03-21,14.0,13.81,14.0,13.81,1.13K,0.07,bank,BH
2023-03-16,13.99,13.99,13.99,13.99,0.44K,-0.07,bank,BH
2023-03-15,14.0,13.92,14.0,13.92,1.49K,0.57,bank,BH
2023-03-14,13.92,14.09,14.09,13.91,0.99K,-1.83,bank,BH
2023-03-13,14.18,14.2,14.2,14.18,0.65K,3.2,bank,BH
2023-03-10,13.74,14.38,14.38,13.74,3.34K,-4.45,bank,BH
2023-03-08,14.38,14.38,14.38,14.08,0.80K,0.0,bank,BH
2023-03-07,14.38,14.4,14.4,14.37,0.12K,-0.42,bank,BH
2023-03-06,14.44,14.44,14.44,14.16,1.34K,0.0,bank,BH
2023-03-03,14.44,14.25,14.5,14.25,0.71K,1.33,bank,BH
2023-03-02,14.25,14.59,14.59,14.25,1.36K,-1.72,bank,BH
2023-03-01,14.5,14.59,14.59,14.3,1.40K,1.97,bank,BH
2023-02-28,14.22,14.5,14.5,14.22,0.84K,-1.93,bank,BH
2023-02-27,14.5,14.49,14.59,14.3,2.60K,0.0,bank,BH
2023-02-24,14.5,14.89,14.89,14.48,5.19K,-2.62,bank,BH
2023-02-23,14.89,14.6,14.9,14.6,9.66K,1.99,bank,BH
2023-02-22,14.6,14.5,14.6,14.2,8.27K,0.69,bank,BH
2023-02-21,14.5,14.03,14.5,14.01,2.55K,1.75,bank,BH
2023-02-20,14.25,14.25,14.25,14.0,1.24K,-1.59,bank,BH
2023-02-17,14.48,14.25,14.5,14.25,8.83K,1.61,bank,BH
2023-02-16,14.25,14.49,14.49,14.2,1.56K,-1.45,bank,BH
2023-02-15,14.46,14.5,14.5,14.45,0.92K,-0.21,bank,BH
2023-02-13,14.49,13.99,14.49,13.99,3.35K,3.65,bank,BH
2023-02-10,13.98,14.24,14.24,13.98,1.50K,-0.14,bank,BH
2023-02-09,14.0,14.27,14.27,14.0,0.30K,-2.1,bank,BH
2023-02-08,14.3,14.33,14.33,14.02,3.97K,5.46,bank,BH
2023-02-07,13.56,13.99,14.0,13.56,4.24K,-3.07,bank,BH
2023-02-06,13.99,13.97,13.99,13.97,0.66K,-0.07,bank,BH
2023-02-03,14.0,14.0,14.0,13.92,4.49K,-1.75,bank,BH
2023-02-02,14.25,14.3,14.3,14.2,1.01K,-1.04,bank,BH
2023-02-01,14.4,14.4,14.7,14.4,0.93K,0.0,bank,BH
2023-01-31,14.4,14.4,14.78,14.4,0.56K,-2.57,bank,BH
2023-01-30,14.78,14.4,14.78,14.4,0.23K,0.0,bank,BH
2023-01-27,14.78,14.3,14.78,14.3,0.03K,2.71,bank,BH
2023-01-26,14.39,14.78,14.78,14.39,3.48K,-2.64,bank,BH
2023-01-25,14.78,14.78,14.78,14.78,0.01K,0.0,bank,BH
2023-01-24,14.78,14.78,14.78,14.78,0.01K,-0.14,bank,BH
2023-01-23,14.8,14.94,14.94,14.4,2.22K,0.0,bank,BH
2023-01-20,14.8,14.4,14.8,14.4,4.07K,2.07,bank,BH
2023-01-19,14.5,14.42,14.51,14.4,107.35K,0.69,bank,BH
2023-01-18,14.4,14.5,14.5,14.36,4.45K,0.35,bank,BH
2023-01-17,14.35,14.4,14.51,14.1,0.89K,-1.24,bank,BH
2023-01-16,14.53,14.54,14.56,14.53,2.99K,-0.48,bank,BH
2023-01-13,14.6,14.71,14.8,14.5,5.37K,-1.42,bank,BH
2023-01-12,14.81,14.8,14.84,14.75,2.14K,-0.87,bank,BH
2023-01-11,14.94,15.0,15.0,14.8,0.97K,-0.27,bank,BH
2023-01-10,14.98,15.0,15.0,14.83,0.96K,0.07,bank,BH
2023-01-09,14.97,15.0,15.0,14.82,0.72K,0.0,bank,BH
2023-01-06,14.97,14.98,14.98,14.82,2.23K,-0.07,bank,BH
2023-01-05,14.98,14.98,14.98,14.8,0.27K,0.0,bank,BH
2023-01-04,14.98,15.3,15.3,14.8,3.45K,-0.13,bank,BH
2023-01-03,15.0,14.95,15.0,14.95,3.83K,0.33,bank,BH
2023-01-02,14.95,14.8,14.95,14.8,0.01K,0.07,bank,BH
2022-12-30,14.94,14.94,14.94,14.94,0.24K,0.0,bank,BH
2022-12-29,14.94,14.94,14.94,14.94,0.30K,-0.07,bank,BH
2022-12-28,14.95,14.94,14.95,14.94,0.50K,0.0,bank,BH
2022-12-27,14.95,14.7,14.95,14.7,0.54K,-0.33,bank,BH
2022-12-26,15.0,15.0,15.0,15.0,0.01K,0.33,bank,BH
2022-12-23,14.95,14.99,14.99,14.95,0.07K,-0.27,bank,BH
2022-12-22,14.99,15.0,15.0,14.99,0.18K,-0.07,bank,BH
2022-12-21,15.0,15.0,15.0,14.9,0.53K,-0.66,bank,BH
2022-12-20,15.1,14.84,15.28,14.84,2.14K,1.75,bank,BH
2022-12-19,14.84,14.89,14.89,14.84,0.58K,-1.07,bank,BH
2022-12-16,15.0,15.0,15.1,14.6,0.67K,0.0,bank,BH
2022-12-15,15.0,15.44,15.44,15.0,0.14K,-3.16,bank,BH
2022-12-14,15.49,15.61,15.61,15.49,0.41K,3.06,bank,BH
2022-12-13,15.03,15.68,15.98,15.03,87.90K,-5.94,bank,BH
2022-12-12,15.98,15.98,16.97,15.98,85.81K,3.97,bank,BH
2022-12-09,15.37,14.94,15.37,14.94,17.04K,6.0,bank,BH
2022-12-08,14.5,14.5,14.5,14.49,1.05K,0.14,bank,BH
2022-12-07,14.48,14.48,14.48,14.48,1.20K,-0.14,bank,BH
2022-12-06,14.5,14.5,14.5,14.5,0.01K,0.42,bank,BH
2022-12-05,14.44,14.4,14.44,14.4,1.29K,-0.07,bank,BH
2022-12-02,14.45,14.49,14.49,14.17,1.46K,-0.21,bank,BH
2022-12-01,14.48,14.48,14.48,14.48,0.31K,-0.14,bank,BH
2022-11-30,14.5,14.23,14.5,14.23,3.93K,0.07,bank,BH
2022-11-29,14.49,14.21,14.49,14.21,3.36K,0.0,bank,BH
2022-11-28,14.49,14.49,14.49,14.49,0.68K,0.0,bank,BH
2022-11-25,14.49,14.49,14.49,14.49,0.22K,-0.07,bank,BH
2022-11-24,14.5,14.49,14.5,14.49,0.35K,0.0,bank,BH
2022-11-23,14.5,14.49,14.5,14.49,2.39K,0.0,bank,BH
2022-11-22,14.5,14.44,14.5,14.44,5.84K,0.0,bank,BH
2022-11-21,14.5,14.5,14.5,14.5,0.15K,0.0,bank,BH
2022-11-18,14.5,14.6,14.77,14.49,1.39K,-1.36,bank,BH
2022-11-17,14.7,14.2,14.7,14.2,0.04K,-0.14,bank,BH
2022-11-16,14.72,14.74,14.74,14.7,1.23K,-0.54,bank,BH
2022-11-15,14.8,14.72,14.8,14.72,2.58K,0.41,bank,BH
2022-11-11,14.74,14.27,14.8,14.27,1.29K,-0.74,bank,BH
2022-11-10,14.85,14.89,14.89,14.6,0.18K,0.41,bank,BH
2022-11-09,14.79,14.95,14.95,14.79,0.12K,-1.07,bank,BH
2022-11-08,14.95,14.95,14.95,14.9,0.98K,0.0,bank,BH
2022-11-07,14.95,14.96,14.96,14.6,1.14K,0.0,bank,BH
2022-11-04,14.95,14.51,14.95,14.51,2.16K,1.01,bank,BH
2022-11-03,14.8,14.89,14.89,14.7,1.58K,-1.07,bank,BH
2022-11-02,14.96,14.9,14.97,14.7,1.31K,-0.2,bank,BH
2022-11-01,14.99,15.0,15.0,14.8,0.31K,-0.07,bank,BH
2022-10-31,15.0,14.9,15.0,14.9,0.40K,0.0,bank,BH
2022-10-28,15.0,14.89,15.0,14.89,1.71K,0.67,bank,BH
2022-10-27,14.9,14.61,14.9,14.61,0.72K,0.0,bank,BH
2022-10-26,14.9,14.9,15.0,14.9,1.71K,0.0,bank,BH
2022-10-25,14.9,15.18,15.18,14.9,7.57K,-1.84,bank,BH
2022-10-24,15.18,15.2,15.2,15.18,1.27K,-0.72,bank,BH
2022-10-21,15.29,15.21,15.3,15.2,5.72K,-0.07,bank,BH
