Date,Price,Open,High,Low,Vol.,Change %,Sector,value
2021-07-23,9.2,9.03,9.2,9.03,8.69K,-1.08,bank,BH
2021-07-22,9.3,9.0,9.37,9.0,2.95K,2.2,bank,BH
2021-07-19,9.1,9.38,9.39,9.05,0.70K,-0.22,bank,BH
2021-07-16,9.12,9.32,9.32,9.12,6.92K,-2.98,bank,BH
2021-07-15,9.4,9.32,9.45,9.32,2.60K,-0.63,bank,BH
2021-07-14,9.46,9.2,9.46,9.2,2.05K,0.0,bank,BH
2021-07-13,9.46,9.2,9.47,9.0,4.09K,2.83,bank,BH
2021-07-12,9.2,9.1,9.3,9.1,3.31K,-0.43,bank,BH
2021-07-09,9.24,9.1,9.24,8.83,21.00K,3.82,bank,BH
2021-07-08,8.9,8.88,9.08,8.84,28.54K,0.23,bank,BH
2021-07-07,8.88,8.67,8.88,8.67,0.02K,1.02,bank,BH
2021-07-02,8.79,8.71,8.79,8.66,1.64K,-0.11,bank,BH
2021-07-01,8.8,8.75,8.84,8.66,4.41K,-1.12,bank,BH
2021-06-30,8.9,8.9,8.9,8.9,1.40K,0.0,bank,BH
2021-06-29,8.9,8.88,8.99,8.88,1.23K,0.56,bank,BH
2021-06-28,8.85,9.0,9.0,8.83,22.06K,-2.21,bank,BH
2021-06-25,9.05,9.09,9.1,8.83,1.51K,-0.55,bank,BH
2021-06-24,9.1,9.25,9.5,9.1,9.83K,-1.62,bank,BH
2021-06-23,9.25,9.25,9.25,9.25,5.90K,4.4,bank,BH
2021-06-22,8.86,8.36,8.86,8.36,6.52K,5.98,bank,BH
2021-06-21,8.36,8.36,8.36,8.36,1.70K,2.96,bank,BH
2021-06-18,8.12,8.13,8.2,8.12,2.95K,0.0,bank,BH
2021-06-17,8.12,8.12,8.12,8.12,0.05K,-2.17,bank,BH
2021-06-16,8.3,8.1,8.3,8.1,1.13K,2.47,bank,BH
2021-06-15,8.1,8.1,8.33,8.1,1.62K,0.0,bank,BH
2021-06-14,8.1,8.2,8.2,8.01,1.55K,-1.22,bank,BH
2021-06-11,8.2,8.2,8.2,8.2,0.25K,-0.49,bank,BH
2021-06-10,8.24,8.0,8.24,8.0,3.58K,3.0,bank,BH
2021-06-09,8.0,8.0,8.0,7.76,4.38K,0.0,bank,BH
2021-06-08,8.0,8.3,8.3,7.99,1.21K,-2.79,bank,BH
2021-06-07,8.23,7.96,8.24,7.8,0.87K,2.87,bank,BH
2021-06-04,8.0,7.95,8.18,7.95,1.63K,-0.12,bank,BH
2021-06-03,8.01,8.4,8.4,8.01,5.02K,-2.91,bank,BH
2021-06-02,8.25,8.41,8.41,8.24,2.37K,-2.71,bank,BH
2021-06-01,8.48,8.48,8.48,8.24,0.71K,-0.12,bank,BH
2021-05-31,8.49,8.59,8.59,8.09,0.02K,1.8,bank,BH
2021-05-28,8.34,8.34,8.34,8.34,0.20K,0.0,bank,BH
2021-05-27,8.34,8.34,8.34,8.34,1.08K,-2.91,bank,BH
2021-05-26,8.59,8.67,8.67,8.41,0.05K,1.06,bank,BH
2021-05-25,8.5,8.69,8.69,8.5,0.78K,0.0,bank,BH
2021-05-24,8.5,8.5,8.68,8.5,1.58K,0.0,bank,BH
2021-05-21,8.5,8.51,8.51,8.5,0.15K,-2.19,bank,BH
2021-05-20,8.69,8.5,8.7,8.5,0.72K,0.0,bank,BH
2021-05-19,8.69,8.5,8.69,8.5,2.40K,-0.11,bank,BH
2021-05-18,8.7,8.7,8.7,8.7,0.31K,0.0,bank,BH
2021-05-17,8.7,8.7,8.7,8.7,0.01K,0.69,bank,BH
2021-05-11,8.64,8.23,8.64,8.23,1.63K,2.98,bank,BH
2021-05-10,8.39,8.43,8.43,8.21,0.59K,1.7,bank,BH
2021-05-07,8.25,8.05,8.25,8.05,0.23K,3.0,bank,BH
2021-05-06,8.01,8.01,8.01,8.01,0.70K,0.13,bank,BH
2021-05-05,8.0,8.16,8.2,8.0,6.43K,0.0,bank,BH
2021-05-04,8.0,8.18,8.18,8.0,35.54K,0.0,bank,BH
2021-05-03,8.0,8.0,8.0,8.0,21.16K,0.0,bank,BH
2021-04-30,8.0,8.2,8.2,7.99,10.60K,0.0,bank,BH
2021-04-29,8.0,8.11,8.11,8.0,1.43K,-1.23,bank,BH
2021-04-28,8.1,8.11,8.11,8.0,0.15K,0.0,bank,BH
2021-04-27,8.1,7.88,8.11,7.88,17.42K,2.79,bank,BH
2021-04-26,7.88,7.85,7.88,7.75,1.87K,-0.13,bank,BH
2021-04-23,7.89,7.89,7.89,7.7,1.89K,-0.13,bank,BH
2021-04-22,7.9,7.9,7.9,7.9,0.10K,0.0,bank,BH
2021-04-21,7.9,7.98,7.98,7.9,0.86K,-1.37,bank,BH
2021-04-20,8.01,8.03,8.03,8.01,0.84K,-2.91,bank,BH
2021-04-19,8.25,8.25,8.25,8.25,0.00K,1.85,bank,BH
2021-04-16,8.1,8.06,8.16,8.02,2.00K,0.5,bank,BH
2021-04-15,8.06,8.09,8.09,7.96,0.08K,-0.12,bank,BH
2021-04-14,8.07,7.96,8.07,7.96,0.12K,0.0,bank,BH
2021-04-13,8.07,8.07,8.1,8.06,2.43K,0.0,bank,BH
2021-04-12,8.07,8.41,8.41,8.07,1.54K,-1.22,bank,BH
2021-04-08,8.17,8.2,8.2,8.1,13.62K,-1.57,bank,BH
2021-04-07,8.3,8.44,8.44,8.3,0.79K,0.0,bank,BH
2021-04-06,8.3,8.2,8.6,8.2,5.22K,-1.66,bank,BH
2021-04-05,8.44,8.69,8.69,8.44,7.97K,-2.99,bank,BH
2021-04-02,8.7,8.7,8.92,8.67,2.24K,-2.58,bank,BH
2021-04-01,8.93,9.0,9.0,8.92,2.95K,-2.83,bank,BH
2021-03-31,9.19,9.19,9.19,8.99,2.68K,2.11,bank,BH
2021-03-30,9.0,9.0,9.0,9.0,1.06K,-2.17,bank,BH
2021-03-29,9.2,9.29,9.29,9.03,0.15K,0.0,bank,BH
2021-03-26,9.2,9.29,9.29,9.02,1.18K,2.0,bank,BH
2021-03-25,9.02,9.01,9.03,9.01,2.46K,-0.33,bank,BH
2021-03-24,9.05,9.05,9.05,9.05,1.05K,0.0,bank,BH
2021-03-23,9.05,9.29,9.29,9.05,1.68K,0.0,bank,BH
2021-03-22,9.05,9.01,9.2,9.01,0.94K,0.22,bank,BH
2021-03-19,9.03,9.03,9.03,9.0,0.49K,0.0,bank,BH
2021-03-18,9.03,9.01,9.2,9.01,6.77K,0.0,bank,BH
2021-03-17,9.03,9.01,9.05,9.01,7.90K,0.0,bank,BH
2021-03-16,9.03,9.0,9.03,9.0,3.64K,-0.77,bank,BH
2021-03-15,9.1,9.01,9.1,9.01,1.11K,-1.09,bank,BH
2021-03-12,9.2,9.0,9.2,9.0,0.01K,2.0,bank,BH
2021-03-11,9.02,8.9,9.13,8.9,16.00K,-0.77,bank,BH
2021-03-10,9.09,9.1,9.3,9.0,2.20K,0.22,bank,BH
2021-03-09,9.07,9.08,9.08,9.05,7.99K,-1.95,bank,BH
2021-03-08,9.25,9.3,9.3,9.1,1.24K,2.21,bank,BH
2021-03-05,9.05,9.02,9.06,9.02,3.37K,-0.11,bank,BH
2021-03-04,9.06,9.05,9.27,9.05,3.04K,-0.33,bank,BH
2021-03-03,9.09,9.02,9.09,9.02,2.50K,-0.98,bank,BH
2021-03-02,9.18,9.2,9.2,9.03,2.50K,1.66,bank,BH
2021-03-01,9.03,9.03,9.2,9.03,0.95K,-0.22,bank,BH
2021-02-26,9.05,9.1,9.1,9.02,3.15K,-0.55,bank,BH
2021-02-25,9.1,9.35,9.35,9.1,1.64K,-1.94,bank,BH
2021-02-24,9.28,9.29,9.29,9.02,4.83K,1.42,bank,BH
2021-02-23,9.15,9.19,9.19,9.0,6.64K,1.55,bank,BH
2021-02-22,9.01,9.26,9.4,9.0,62.61K,-2.7,bank,BH
2021-02-19,9.26,9.0,9.26,9.0,16.64K,1.31,bank,BH
2021-02-18,9.14,9.0,9.14,9.0,6.33K,0.22,bank,BH
2021-02-17,9.12,9.14,9.14,8.95,8.87K,1.33,bank,BH
2021-02-16,9.0,9.14,9.14,8.9,23.62K,0.0,bank,BH
2021-02-15,9.0,9.0,9.0,8.9,20.83K,-1.32,bank,BH
2021-02-12,9.12,9.15,9.15,9.0,2.02K,-0.33,bank,BH
2021-02-11,9.15,8.98,9.15,8.72,14.36K,1.89,bank,BH
2021-02-10,8.98,8.98,8.98,8.98,0.00K,0.0,bank,BH
2021-02-09,8.98,8.98,8.98,8.98,0.50K,0.0,bank,BH
2021-02-08,8.98,8.76,8.98,8.76,0.26K,0.0,bank,BH
2021-02-05,8.98,8.98,8.98,8.67,14.32K,3.7,bank,BH
2021-02-04,8.66,8.64,8.9,8.64,1.32K,0.12,bank,BH
2021-02-03,8.65,8.88,8.88,8.65,0.54K,-2.7,bank,BH
2021-02-02,8.89,8.8,8.89,8.8,2.21K,2.89,bank,BH
2021-02-01,8.64,8.64,8.64,8.64,0.48K,0.0,bank,BH
2021-01-29,8.64,8.64,8.64,8.64,17.53K,-0.58,bank,BH
2021-01-28,8.69,8.69,8.69,8.69,9.06K,-2.91,bank,BH
2021-01-27,8.95,8.7,8.96,8.7,0.70K,2.87,bank,BH
2021-01-26,8.7,8.94,8.94,8.7,0.02K,0.23,bank,BH
2021-01-25,8.68,8.65,8.9,8.65,0.78K,0.35,bank,BH
2021-01-22,8.65,8.8,8.9,8.63,16.02K,0.0,bank,BH
2021-01-21,8.65,8.65,8.65,8.65,0.76K,0.0,bank,BH
2021-01-20,8.65,8.66,8.66,8.65,2.21K,-1.7,bank,BH
2021-01-19,8.8,8.66,8.8,8.66,1.42K,-0.68,bank,BH
2021-01-18,8.86,8.64,8.86,8.64,12.53K,-0.11,bank,BH
2021-01-15,8.87,8.87,8.87,8.87,0.03K,0.0,bank,BH
2021-01-13,8.87,8.65,8.87,8.65,1.16K,2.66,bank,BH
2021-01-12,8.64,8.88,8.88,8.64,4.50K,0.12,bank,BH
2021-01-11,8.63,8.61,8.86,8.61,10.71K,0.23,bank,BH
2021-01-08,8.61,8.55,8.86,8.36,10.83K,0.0,bank,BH
2021-01-07,8.61,8.55,8.83,8.55,3.72K,-0.46,bank,BH
2021-01-06,8.65,8.65,8.87,8.61,1.83K,0.0,bank,BH
2021-01-05,8.65,8.64,8.88,8.64,1.58K,-2.7,bank,BH
2021-01-04,8.89,8.6,8.89,8.6,3.58K,2.89,bank,BH
2020-12-31,8.64,8.9,8.9,8.64,26.81K,-2.92,bank,BH
2020-12-30,8.9,8.73,8.95,8.73,10.65K,-1.0,bank,BH
2020-12-29,8.99,8.87,8.99,8.61,2.09K,1.35,bank,BH
2020-12-28,8.87,8.7,8.87,8.54,1.22K,1.49,bank,BH
2020-12-25,8.74,8.55,8.74,8.52,5.96K,2.7,bank,BH
2020-12-24,8.51,8.51,8.76,8.51,2.90K,-2.74,bank,BH
2020-12-23,8.75,8.9,8.9,8.75,0.13K,-3.1,bank,BH
2020-12-22,9.03,9.04,9.04,9.03,0.76K,-2.8,bank,BH
2020-12-21,9.29,9.3,9.57,9.1,2.36K,-0.64,bank,BH
2023-09-20,20.5,20.5,20.5,20.5,,-10.48,bank,UBCI
2023-09-19,22.9,22.9,22.9,22.9,0.08K,0.0,bank,UBCI
2023-09-18,22.9,22.9,22.9,22.9,0.30K,-0.43,bank,UBCI
2023-09-15,23.0,23.0,23.0,23.0,2.60K,0.0,bank,UBCI
2023-09-14,23.0,23.0,23.0,23.0,1.67K,0.44,bank,UBCI
2023-09-13,22.9,22.9,22.9,22.9,0.10K,0.0,bank,UBCI
2023-09-12,22.9,22.9,22.9,22.9,0.30K,0.0,bank,UBCI
2023-09-11,22.9,22.88,22.9,22.88,0.86K,0.09,bank,UBCI
2023-09-08,22.88,22.88,22.88,22.88,0.11K,4.47,bank,UBCI
2023-09-07,21.9,21.9,21.9,21.9,0.24K,-4.37,bank,UBCI
2023-09-06,22.9,22.9,22.9,22.9,0.02K,0.0,bank,UBCI
2023-09-05,22.9,22.9,22.9,22.9,0.01K,9.05,bank,UBCI
2023-09-04,21.0,21.0,21.0,21.0,0.64K,2.44,bank,UBCI
2023-09-01,20.5,20.5,20.5,20.5,0.26K,-7.24,bank,UBCI
2023-08-31,22.1,22.1,22.1,22.1,0.32K,0.45,bank,UBCI
2023-08-30,22.0,22.0,22.0,22.0,0.05K,0.0,bank,UBCI
2023-08-29,22.0,22.0,22.0,22.0,0.28K,0.27,bank,UBCI
2023-08-28,21.94,21.94,21.94,21.94,0.01K,0.0,bank,UBCI
2023-08-25,21.94,21.94,21.94,21.94,0.01K,0.0,bank,UBCI
2023-08-24,21.94,21.94,21.94,21.94,0.01K,0.0,bank,UBCI
2023-08-23,21.94,21.94,21.94,21.94,0.01K,0.0,bank,UBCI
2023-08-22,21.94,21.94,21.94,21.94,0.05K,0.0,bank,UBCI
2023-08-21,21.94,21.94,21.94,21.94,0.06K,0.0,bank,UBCI
2023-08-18,21.94,21.94,21.94,21.94,0.01K,4.48,bank,UBCI
2023-08-17,21.0,21.0,21.0,21.0,0.00K,2.44,bank,UBCI
2023-08-16,20.5,20.5,20.5,20.5,0.01K,-2.47,bank,UBCI
2023-08-15,21.02,21.02,21.02,21.02,0.00K,0.0,bank,UBCI
2023-08-14,21.02,21.02,21.02,21.02,0.06K,-0.1,bank,UBCI
2023-08-11,21.04,21.02,21.04,21.02,0.21K,0.1,bank,UBCI
2023-08-10,21.02,21.02,21.02,21.02,0.33K,-8.21,bank,UBCI
2023-08-09,22.9,22.9,22.9,22.9,0.95K,0.0,bank,UBCI
2023-08-08,22.9,22.9,22.9,22.9,0.05K,-0.09,bank,UBCI
2023-08-07,22.92,22.92,22.92,22.92,0.33K,0.0,bank,UBCI
2023-08-04,22.92,22.92,22.92,22.92,8.00K,-4.5,bank,UBCI
2023-08-03,24.0,24.0,24.0,24.0,2.53K,-0.54,bank,UBCI
2023-08-02,24.13,24.13,24.13,24.13,0.01K,9.14,bank,UBCI
2023-08-01,22.11,22.11,22.11,22.11,0.18K,0.0,bank,UBCI
2023-07-31,22.11,22.11,22.11,22.11,15.00K,0.5,bank,UBCI
2023-07-28,22.0,22.0,22.0,22.0,0.01K,0.0,bank,UBCI
2023-07-27,22.0,22.0,22.0,22.0,0.17K,0.0,bank,UBCI
2023-07-26,22.0,22.0,22.0,22.0,0.01K,0.0,bank,UBCI
2023-07-24,22.0,22.0,22.0,22.0,0.22K,0.0,bank,UBCI
2023-07-21,22.0,22.0,22.0,22.0,0.41K,0.0,bank,UBCI
2023-07-20,22.0,22.0,22.0,22.0,0.30K,0.0,bank,UBCI
2023-07-18,22.0,22.0,22.0,22.0,0.03K,0.0,bank,UBCI
2023-07-17,22.0,22.0,22.0,22.0,1.92K,-4.35,bank,UBCI
2023-07-14,23.0,23.0,23.0,23.0,0.03K,0.0,bank,UBCI
2023-07-13,23.0,23.0,23.0,23.0,1.44K,0.0,bank,UBCI
2023-07-12,23.0,23.0,23.0,23.0,0.01K,0.0,bank,UBCI
2023-07-11,23.0,23.0,23.0,23.0,0.02K,0.0,bank,UBCI
2023-07-10,23.0,23.0,23.0,23.0,0.01K,4.55,bank,UBCI
2023-07-07,22.0,22.0,22.0,22.0,0.17K,-1.35,bank,UBCI
2023-07-06,22.3,22.3,22.3,22.3,0.10K,-3.04,bank,UBCI
2023-07-05,23.0,23.0,23.0,23.0,1.22K,-2.17,bank,UBCI
2023-07-04,23.51,23.51,23.51,23.51,0.02K,6.82,bank,UBCI
2023-07-03,22.01,22.0,22.01,22.0,0.04K,0.05,bank,UBCI
2023-06-30,22.0,22.0,22.0,22.0,10.17K,0.0,bank,UBCI
2023-06-27,22.0,22.0,22.0,22.0,250.11K,-4.26,bank,UBCI
2023-06-26,22.98,22.98,22.98,22.98,0.20K,4.45,bank,UBCI
2023-06-23,22.0,22.0,22.0,22.0,0.05K,0.14,bank,UBCI
2023-06-22,21.97,21.97,21.97,21.97,0.01K,0.0,bank,UBCI
2023-06-21,21.97,21.97,21.97,21.97,0.04K,-4.48,bank,UBCI
2023-06-20,23.0,23.0,23.0,23.0,0.25K,0.0,bank,UBCI
2023-06-19,23.0,23.0,23.0,23.0,1.74K,0.0,bank,UBCI
2023-06-16,23.0,23.0,23.0,23.0,0.01K,3.14,bank,UBCI
2023-06-15,22.3,22.3,22.3,22.3,0.02K,0.0,bank,UBCI
2023-06-14,22.3,22.3,22.3,22.3,1.00K,-0.09,bank,UBCI
2023-06-13,22.32,22.32,22.32,22.32,3.34K,0.09,bank,UBCI
2023-06-12,22.3,22.3,22.3,22.3,0.66K,0.0,bank,UBCI
2023-06-09,22.3,22.3,22.3,22.3,0.46K,-0.22,bank,UBCI
2023-06-08,22.35,22.35,22.35,22.35,0.11K,0.22,bank,UBCI
2023-06-07,22.3,22.3,22.3,22.3,0.02K,0.0,bank,UBCI
2023-06-06,22.3,22.3,22.3,22.3,0.10K,0.0,bank,UBCI
2023-06-05,22.3,22.3,22.3,22.3,0.44K,0.0,bank,UBCI
2023-06-02,22.3,22.3,22.3,22.3,0.50K,0.0,bank,UBCI
2023-06-01,22.3,22.3,22.3,22.3,0.45K,-0.89,bank,UBCI
2023-05-31,22.5,22.5,22.5,22.5,0.25K,-2.39,bank,UBCI
2023-05-30,23.05,23.05,23.05,23.05,0.14K,-0.17,bank,UBCI
2023-05-29,23.09,23.09,23.09,23.09,0.39K,-0.04,bank,UBCI
2023-05-26,23.1,23.1,23.1,23.1,0.02K,0.43,bank,UBCI
2023-05-25,23.0,23.0,23.0,23.0,0.22K,3.84,bank,UBCI
2023-05-24,22.15,22.16,22.16,22.15,0.12K,4.43,bank,UBCI
2023-05-23,21.21,21.21,21.21,21.21,0.26K,0.0,bank,UBCI
2023-05-22,21.21,21.21,21.21,21.21,0.20K,0.0,bank,UBCI
2023-05-19,21.21,21.21,21.21,21.21,0.01K,-4.03,bank,UBCI
2023-05-18,22.1,22.1,22.1,22.1,0.05K,0.0,bank,UBCI
2023-05-17,22.1,22.1,22.1,22.1,4.53K,0.0,bank,UBCI
2023-05-16,22.1,22.1,22.1,22.1,2.15K,0.0,bank,UBCI
2023-05-15,22.1,22.1,22.1,22.1,2.43K,0.0,bank,UBCI
2023-05-12,22.1,22.1,22.1,22.1,1.94K,0.0,bank,UBCI
2023-05-11,22.1,22.1,22.1,22.1,0.01K,0.0,bank,UBCI
2023-05-10,22.1,22.1,22.1,22.1,0.02K,0.0,bank,UBCI
2023-05-09,22.1,22.1,22.1,22.1,0.01K,0.0,bank,UBCI
2023-05-08,22.1,22.1,22.1,22.1,0.01K,0.0,bank,UBCI
2023-05-05,22.1,22.1,22.1,22.1,0.01K,0.0,bank,UBCI
2023-05-04,22.1,22.1,22.1,22.1,0.30K,0.0,bank,UBCI
2023-05-03,22.1,22.1,22.1,22.1,0.22K,0.0,bank,UBCI
2023-05-02,22.1,22.1,22.1,22.1,1.00K,0.27,bank,UBCI
2023-04-28,22.04,22.04,22.04,22.04,0.01K,4.45,bank,UBCI
2023-04-27,21.1,21.1,21.1,21.1,0.78K,-4.05,bank,UBCI
2023-04-26,21.99,21.99,21.99,21.99,0.00K,0.69,bank,UBCI
2023-04-25,21.84,21.84,21.84,21.84,0.02K,9.2,bank,UBCI
2023-04-24,20.0,20.0,20.0,20.0,25.00K,0.0,bank,UBCI
2023-04-20,20.0,20.0,20.0,20.0,0.01K,0.0,bank,UBCI
2023-04-19,20.0,20.0,20.0,20.0,0.01K,-0.25,bank,UBCI
2023-04-17,20.05,20.05,20.05,20.05,0.09K,0.0,bank,UBCI
2023-04-14,20.05,20.05,20.05,20.05,1.40K,0.0,bank,UBCI
2023-04-13,20.05,20.05,20.05,20.05,0.75K,0.25,bank,UBCI
2023-04-12,20.0,20.0,20.0,20.0,0.23K,-2.44,bank,UBCI
2023-04-11,20.5,20.5,20.5,20.5,0.09K,0.0,bank,UBCI
2023-04-10,20.5,20.5,20.5,20.5,0.00K,0.0,bank,UBCI
2023-04-07,20.5,20.4,20.5,20.4,0.51K,0.0,bank,UBCI
2023-04-06,20.5,21.34,21.34,20.5,0.16K,-3.98,bank,UBCI
2023-04-05,21.35,21.35,21.35,21.35,0.03K,0.0,bank,UBCI
2023-04-04,21.35,21.35,21.35,21.35,0.00K,0.0,bank,UBCI
2023-04-03,21.35,21.35,21.35,21.35,0.02K,-3.39,bank,UBCI
2023-03-31,22.1,22.1,22.1,22.1,0.01K,0.0,bank,UBCI
2023-03-30,22.1,22.09,22.1,22.09,11.07K,0.0,bank,UBCI
2023-03-29,22.1,22.1,22.1,22.1,0.25K,0.0,bank,UBCI
2023-03-28,22.1,22.1,22.1,22.1,0.25K,-0.14,bank,UBCI
2023-03-27,22.13,22.13,22.13,22.13,0.04K,0.18,bank,UBCI
2023-03-24,22.09,22.09,22.09,22.09,1.69K,-0.05,bank,UBCI
2023-03-23,22.1,22.1,22.1,22.1,0.02K,0.0,bank,UBCI
2023-03-22,22.1,22.1,22.1,22.1,0.06K,0.36,bank,UBCI
2023-03-21,22.02,22.02,22.02,22.02,1.69K,0.0,bank,UBCI
2023-03-16,22.02,22.01,22.02,22.01,1.70K,0.05,bank,UBCI
2023-03-15,22.01,22.01,22.01,22.01,0.00K,0.0,bank,UBCI
2023-03-14,22.01,22.0,22.01,22.0,0.04K,0.05,bank,UBCI
2023-03-13,22.0,22.0,22.0,22.0,0.02K,-0.05,bank,UBCI
2023-03-10,22.01,22.01,22.01,22.01,0.01K,0.0,bank,UBCI
2023-03-08,22.01,22.01,22.01,22.01,1.69K,0.0,bank,UBCI
2023-03-07,22.01,22.01,22.01,22.01,1.69K,0.0,bank,UBCI
2023-03-06,22.01,22.01,22.01,22.01,,0.09,bank,UBCI
2023-03-03,21.99,21.99,21.99,21.99,0.84K,-0.05,bank,UBCI
2023-03-02,22.0,22.0,22.0,22.0,0.25K,0.0,bank,UBCI
2023-03-01,22.0,22.0,22.0,22.0,0.02K,0.0,bank,UBCI
2023-02-28,22.0,22.0,22.0,22.0,0.05K,-1.12,bank,UBCI
2023-02-27,22.25,22.25,22.25,22.25,0.39K,0.0,bank,UBCI
2023-02-24,22.25,22.25,22.25,22.25,0.01K,0.14,bank,UBCI
2023-02-23,22.22,22.22,22.22,22.22,0.02K,0.05,bank,UBCI
2023-02-22,22.21,22.21,22.21,22.21,5.07K,0.05,bank,UBCI
2023-02-21,22.2,22.2,22.2,22.2,0.01K,4.47,bank,UBCI
2023-02-20,21.25,21.25,21.25,21.25,0.90K,0.19,bank,UBCI
2023-02-17,21.21,21.0,21.21,21.0,0.01K,1.0,bank,UBCI
2023-02-16,21.0,21.0,21.0,21.0,6.40K,-6.67,bank,UBCI
2023-02-15,22.5,22.5,22.5,22.5,0.02K,2.55,bank,UBCI
2023-02-13,21.94,21.94,21.94,21.94,0.06K,4.48,bank,UBCI
2023-02-10,21.0,21.0,21.0,21.0,0.00K,2.44,bank,UBCI
2023-02-09,20.5,20.5,20.5,20.5,0.05K,0.0,bank,UBCI
2023-02-08,20.5,20.5,20.5,20.5,0.00K,3.54,bank,UBCI
2023-02-07,19.8,19.8,19.8,19.8,0.02K,0.51,bank,UBCI
2023-02-06,19.7,19.7,19.7,19.7,1.09K,-2.96,bank,UBCI
2023-02-03,20.3,20.3,20.3,20.3,0.40K,0.25,bank,UBCI
2023-02-02,20.25,20.25,20.25,20.25,2.21K,0.75,bank,UBCI
2023-02-01,20.1,20.1,20.1,20.1,0.03K,0.0,bank,UBCI
2023-01-31,20.1,20.1,20.1,20.1,0.10K,0.4,bank,UBCI
2023-01-30,20.02,20.02,20.02,20.02,0.09K,0.05,bank,UBCI
2023-01-27,20.01,20.01,20.01,20.01,0.47K,1.32,bank,UBCI
2023-01-26,19.75,19.75,19.75,19.75,0.10K,0.92,bank,UBCI
2023-01-25,19.57,19.57,19.57,19.57,0.10K,0.36,bank,UBCI
2023-01-24,19.5,20.0,20.0,19.5,0.11K,-2.5,bank,UBCI
2023-01-23,20.0,20.0,20.0,20.0,0.24K,0.0,bank,UBCI
2023-01-20,20.0,20.0,20.0,20.0,4.53K,2.51,bank,UBCI
2023-01-19,19.51,19.51,19.51,19.51,0.10K,0.0,bank,UBCI
2023-01-18,19.51,19.51,19.51,19.51,0.10K,-2.45,bank,UBCI
2023-01-17,20.0,20.0,20.0,20.0,1.60K,2.51,bank,UBCI
2023-01-16,19.51,19.51,19.51,19.51,0.10K,0.05,bank,UBCI
2023-01-13,19.5,19.5,19.5,19.5,0.10K,0.0,bank,UBCI
2023-01-12,19.5,19.5,19.5,19.5,0.10K,0.0,bank,UBCI
2023-01-11,19.5,19.5,19.5,19.5,0.10K,0.0,bank,UBCI
2023-01-10,19.5,19.5,19.5,19.5,0.03K,-0.2,bank,UBCI
2023-01-09,19.54,19.54,19.54,19.54,0.10K,-0.31,bank,UBCI
2023-01-06,19.6,19.6,19.6,19.6,0.14K,0.36,bank,UBCI
2023-01-05,19.53,19.53,19.53,19.53,0.10K,0.0,bank,UBCI
2023-01-04,19.53,19.53,19.53,19.53,0.10K,-0.36,bank,UBCI
2023-01-03,19.6,19.6,19.6,19.6,0.10K,0.05,bank,UBCI
2023-01-02,19.59,19.59,19.59,19.59,10.68K,0.05,bank,UBCI
2022-12-30,19.58,19.58,19.58,19.58,0.11K,0.0,bank,UBCI
2022-12-29,19.58,19.58,19.58,19.58,0.11K,0.05,bank,UBCI
2022-12-28,19.57,19.51,19.57,19.51,0.10K,-2.15,bank,UBCI
2022-12-27,20.0,20.0,20.0,20.0,0.10K,0.0,bank,UBCI
2022-12-26,20.0,20.0,20.0,20.0,0.10K,0.0,bank,UBCI
2022-12-23,20.0,20.0,20.0,20.0,0.10K,-0.15,bank,UBCI
2022-12-22,20.03,20.03,20.03,20.03,0.10K,0.05,bank,UBCI
2022-12-21,20.02,20.02,20.02,20.02,0.05K,0.0,bank,UBCI
2022-12-20,20.02,20.02,20.02,20.02,0.18K,0.05,bank,UBCI
2022-12-19,20.01,20.01,20.01,20.01,0.47K,0.05,bank,UBCI
2022-12-16,20.0,20.0,20.0,20.0,0.15K,-2.49,bank,UBCI
2022-12-15,20.51,20.5,20.51,20.5,1.00K,0.05,bank,UBCI
2022-12-14,20.5,20.5,20.5,20.5,2.20K,2.5,bank,UBCI
2022-12-13,20.0,20.0,20.0,20.0,0.20K,0.0,bank,UBCI
2022-12-12,20.0,20.0,20.0,20.0,0.10K,0.0,bank,UBCI
2022-12-09,20.0,20.0,20.0,20.0,0.34K,0.0,bank,UBCI
2022-12-08,20.0,20.0,20.0,20.0,0.10K,0.0,bank,UBCI
2022-12-07,20.0,20.0,20.0,20.0,0.10K,0.0,bank,UBCI
2022-12-06,20.0,20.0,20.0,20.0,0.10K,-0.05,bank,UBCI
2022-12-05,20.01,20.01,20.01,20.01,0.20K,0.05,bank,UBCI
2022-12-02,20.0,20.0,20.0,20.0,0.10K,-0.5,bank,UBCI
2022-12-01,20.1,20.1,20.1,20.1,0.10K,0.0,bank,UBCI
2022-11-30,20.1,20.0,20.1,20.0,1.52K,0.5,bank,UBCI
2022-11-29,20.0,20.0,20.0,20.0,0.58K,0.0,bank,UBCI
2022-11-28,20.0,20.0,20.0,20.0,0.08K,-2.01,bank,UBCI
2022-11-25,20.41,20.41,20.41,20.41,0.02K,-2.81,bank,UBCI
2022-11-24,21.0,21.0,21.0,21.0,0.10K,0.0,bank,UBCI
2022-11-23,21.0,21.0,21.0,21.0,0.10K,0.0,bank,UBCI
2022-11-22,21.0,21.0,21.0,21.0,0.10K,0.0,bank,UBCI
2022-11-21,21.0,21.0,21.0,21.0,0.10K,0.0,bank,UBCI
2022-11-18,21.0,21.0,21.0,21.0,0.11K,0.0,bank,UBCI
2022-11-17,21.0,21.0,21.0,21.0,0.10K,0.0,bank,UBCI
