Date,Price,Open,High,Low,Vol.,Change %,Sector,value
2023-09-20,5.8,5.8,5.8,5.8,0.29K,0.0,other,ARTES
2023-09-19,5.8,5.75,5.85,5.7,1.90K,0.0,other,ARTES
2023-09-18,5.8,5.9,5.9,5.8,4.15K,-1.69,other,ARTES
2023-09-15,5.9,5.85,5.9,5.85,0.02K,0.0,other,ARTES
2023-09-14,5.9,5.85,5.9,5.82,7.22K,-0.84,other,ARTES
2023-09-13,5.95,5.85,5.95,5.8,4.72K,-0.67,other,ARTES
2023-09-12,5.99,5.96,5.99,5.85,4.79K,0.0,other,ARTES
2023-09-11,5.99,5.92,6.0,5.9,5.17K,-0.83,other,ARTES
2023-09-08,6.04,5.95,6.05,5.95,2.69K,-0.98,other,ARTES
2023-09-07,6.1,5.97,6.1,5.95,7.11K,-1.13,other,ARTES
2023-09-06,6.17,6.16,6.17,6.16,9.71K,-0.48,other,ARTES
2023-09-04,6.2,6.15,6.2,6.15,3.77K,-0.32,other,ARTES
2023-09-01,6.22,6.19,6.22,6.19,2.33K,-0.16,other,ARTES
2023-08-31,6.23,6.2,6.24,6.2,3.08K,0.81,other,ARTES
2023-08-30,6.18,6.05,6.18,6.0,4.10K,0.65,other,ARTES
2023-08-29,6.14,6.1,6.14,6.1,2.50K,0.0,other,ARTES
2023-08-28,6.14,6.0,6.14,5.9,2.38K,0.66,other,ARTES
2023-08-25,6.1,5.9,6.13,5.9,8.19K,3.21,other,ARTES
2023-08-24,5.91,5.9,5.95,5.9,7.52K,0.17,other,ARTES
2023-08-23,5.9,6.01,6.08,5.88,5.83K,-4.07,other,ARTES
2023-08-22,6.15,6.2,6.2,5.9,4.60K,-1.44,other,ARTES
2023-08-21,6.24,6.24,6.24,6.24,0.17K,0.0,other,ARTES
2023-08-18,6.24,6.27,6.27,6.24,1.86K,-13.81,other,ARTES
2023-08-17,7.24,7.3,7.3,7.01,21.87K,-0.82,other,ARTES
2023-08-16,7.3,7.29,7.3,7.25,10.88K,0.0,other,ARTES
2023-08-15,7.3,7.35,7.35,7.2,8.80K,-0.68,other,ARTES
2023-08-14,7.35,7.35,7.39,7.35,4.32K,-0.68,other,ARTES
2023-08-11,7.4,7.4,7.4,7.3,24.78K,0.0,other,ARTES
2023-08-10,7.4,7.35,7.49,7.31,17.62K,-1.2,other,ARTES
2023-08-09,7.49,7.4,7.49,7.4,8.19K,1.22,other,ARTES
2023-08-08,7.4,7.25,7.4,7.25,19.14K,2.07,other,ARTES
2023-08-07,7.25,7.22,7.25,7.21,9.28K,0.55,other,ARTES
2023-08-04,7.21,7.25,7.26,7.18,12.69K,-0.69,other,ARTES
2023-08-03,7.26,7.31,7.31,7.23,3.24K,-0.68,other,ARTES
2023-08-02,7.31,7.33,7.34,7.22,4.03K,0.0,other,ARTES
2023-08-01,7.31,7.25,7.35,7.2,22.54K,-0.95,other,ARTES
2023-07-31,7.38,7.7,7.7,7.34,69.77K,20.39,other,ARTES
2023-07-24,6.13,5.9,6.13,5.9,14.68K,5.87,other,ARTES
2023-07-21,5.79,5.6,5.79,5.6,8.38K,3.39,other,ARTES
2023-07-20,5.6,5.6,5.65,5.5,3.66K,0.0,other,ARTES
2023-07-18,5.6,5.55,5.69,5.54,7.36K,0.0,other,ARTES
2023-07-14,5.6,5.5,5.6,5.45,0.35K,1.82,other,ARTES
2023-07-13,5.5,5.41,5.5,5.41,0.08K,0.0,other,ARTES
2023-07-12,5.5,5.56,5.56,5.44,2.38K,-1.79,other,ARTES
2023-07-10,5.6,5.6,5.6,5.57,1.08K,0.0,other,ARTES
2023-07-07,5.6,5.56,5.65,5.56,2.74K,-0.88,other,ARTES
2023-07-06,5.65,5.62,5.65,5.6,0.28K,0.0,other,ARTES
2023-07-05,5.65,5.65,5.65,5.65,0.02K,-0.88,other,ARTES
2023-07-03,5.7,5.56,5.7,5.55,3.91K,2.52,other,ARTES
2023-06-30,5.56,5.56,5.56,5.56,0.03K,0.0,other,ARTES
2023-06-27,5.56,5.43,5.56,5.43,0.40K,0.0,other,ARTES
2023-06-26,5.56,5.56,5.56,5.56,0.30K,-0.54,other,ARTES
2023-06-23,5.59,5.42,5.6,5.42,8.00K,0.72,other,ARTES
2023-06-22,5.55,5.5,5.59,5.5,1.03K,-0.89,other,ARTES
2023-06-21,5.6,5.49,5.6,5.4,1.87K,1.82,other,ARTES
2023-06-20,5.5,5.6,5.65,5.5,2.14K,-1.79,other,ARTES
2023-06-19,5.6,5.61,5.61,5.6,0.54K,-1.75,other,ARTES
2023-06-16,5.7,5.61,5.7,5.6,2.09K,-0.87,other,ARTES
2023-06-15,5.75,5.67,5.75,5.67,3.11K,-0.52,other,ARTES
2023-06-14,5.78,5.6,5.78,5.6,1.19K,2.48,other,ARTES
2023-06-13,5.64,5.64,5.64,5.6,3.71K,0.0,other,ARTES
2023-06-12,5.64,5.6,5.64,5.6,7.30K,0.89,other,ARTES
2023-06-09,5.59,5.64,5.64,5.53,13.08K,0.36,other,ARTES
2023-06-08,5.57,5.5,5.69,5.45,1.52K,-0.54,other,ARTES
2023-06-07,5.6,5.75,5.75,5.6,10.74K,-3.11,other,ARTES
2023-06-06,5.78,5.71,5.8,5.7,2.31K,-0.34,other,ARTES
2023-06-05,5.8,5.8,5.8,5.5,0.33K,1.75,other,ARTES
2023-06-02,5.7,5.8,5.8,5.63,0.98K,-1.55,other,ARTES
2023-06-01,5.79,5.9,5.9,5.68,0.60K,0.52,other,ARTES
2023-05-31,5.76,5.5,5.77,5.5,15.68K,4.73,other,ARTES
2023-05-30,5.5,5.5,5.5,5.45,0.53K,0.0,other,ARTES
2023-05-29,5.5,5.5,5.5,5.42,0.27K,0.0,other,ARTES
2023-05-26,5.5,5.49,5.53,5.42,4.38K,0.0,other,ARTES
2023-05-25,5.5,5.51,5.55,5.5,1.41K,-0.18,other,ARTES
2023-05-24,5.51,5.51,5.59,5.5,3.48K,0.0,other,ARTES
2023-05-23,5.51,5.6,5.61,5.51,4.12K,-1.61,other,ARTES
2023-05-22,5.6,5.58,5.65,5.56,3.78K,-1.58,other,ARTES
2023-05-19,5.69,5.56,5.69,5.56,4.04K,0.53,other,ARTES
2023-05-18,5.66,5.65,5.66,5.55,10.68K,0.18,other,ARTES
2023-05-17,5.65,5.67,5.67,5.56,5.14K,0.89,other,ARTES
2023-05-16,5.6,5.69,5.7,5.6,6.36K,-1.41,other,ARTES
2023-05-15,5.68,5.73,5.73,5.59,6.21K,-0.35,other,ARTES
2023-05-12,5.7,5.6,5.75,5.58,12.62K,1.79,other,ARTES
2023-05-11,5.6,5.38,5.6,5.35,5.04K,4.09,other,ARTES
2023-05-10,5.38,5.35,5.38,5.35,4.11K,0.56,other,ARTES
2023-05-09,5.35,5.35,5.37,5.35,1.18K,-0.19,other,ARTES
2023-05-08,5.36,5.36,5.39,5.35,1.76K,1.9,other,ARTES
2023-05-05,5.26,5.24,5.31,5.22,5.60K,0.38,other,ARTES
2023-05-04,5.24,5.24,5.24,5.23,60.33K,2.75,other,ARTES
2023-05-03,5.1,5.1,5.21,5.05,4.97K,-0.97,other,ARTES
2023-05-02,5.15,5.1,5.2,5.1,0.58K,-0.96,other,ARTES
2023-04-28,5.2,5.02,5.24,5.02,0.97K,-0.38,other,ARTES
2023-04-27,5.22,5.15,5.22,5.02,5.48K,0.38,other,ARTES
2023-04-26,5.2,5.3,5.3,5.2,3.23K,-1.89,other,ARTES
2023-04-25,5.3,5.44,5.44,5.25,12.03K,-3.64,other,ARTES
2023-04-24,5.5,5.5,5.5,5.47,3.68K,-0.36,other,ARTES
2023-04-20,5.52,5.6,5.6,5.52,0.49K,1.28,other,ARTES
2023-04-19,5.45,5.5,5.5,5.45,1.13K,-0.91,other,ARTES
2023-04-18,5.5,5.5,5.5,5.45,1.85K,0.92,other,ARTES
2023-04-17,5.45,5.45,5.5,5.45,1.41K,0.93,other,ARTES
2023-04-14,5.4,5.4,5.4,5.4,0.25K,-1.82,other,ARTES
2023-04-12,5.5,5.5,5.5,5.5,0.00K,0.0,other,ARTES
2023-04-11,5.5,5.35,5.5,5.35,0.19K,0.18,other,ARTES
2023-04-10,5.49,5.35,5.49,5.35,0.47K,1.29,other,ARTES
2023-04-07,5.42,5.41,5.46,5.4,8.42K,-0.73,other,ARTES
2023-04-06,5.46,5.4,5.5,5.4,0.51K,1.11,other,ARTES
2023-04-05,5.4,5.18,5.4,5.18,9.90K,4.25,other,ARTES
2023-04-04,5.18,5.18,5.18,5.18,4.00K,0.0,other,ARTES
2023-04-03,5.18,5.19,5.19,5.18,6.50K,-0.38,other,ARTES
2023-03-31,5.2,5.21,5.21,5.2,0.90K,-0.19,other,ARTES
2023-03-30,5.21,5.22,5.22,5.21,2.34K,-0.76,other,ARTES
2023-03-29,5.25,5.25,5.25,5.25,0.16K,-0.38,other,ARTES
2023-03-28,5.27,5.01,5.27,5.01,3.95K,5.4,other,ARTES
2023-03-27,5.0,5.01,5.01,5.0,0.25K,-0.2,other,ARTES
2023-03-24,5.01,5.01,5.01,4.95,8.73K,0.0,other,ARTES
2023-03-23,5.01,5.01,5.01,5.01,0.01K,0.2,other,ARTES
2023-03-22,5.0,5.01,5.01,4.95,1.29K,-0.2,other,ARTES
2023-03-21,5.01,5.01,5.01,4.97,2.51K,0.2,other,ARTES
2023-03-17,5.0,5.01,5.01,4.97,1.34K,0.0,other,ARTES
2023-03-16,5.0,5.01,5.01,5.0,0.57K,0.0,other,ARTES
2023-03-15,5.0,5.0,5.01,5.0,3.51K,0.0,other,ARTES
2023-03-14,5.0,5.01,5.01,5.0,2.33K,0.0,other,ARTES
2023-03-13,5.0,5.0,5.0,5.0,3.70K,0.0,other,ARTES
2023-03-10,5.0,5.0,5.0,5.0,0.45K,-1.77,other,ARTES
2023-03-09,5.09,5.01,5.09,5.01,18.06K,1.6,other,ARTES
2023-03-08,5.01,5.02,5.09,5.0,5.98K,-0.6,other,ARTES
2023-03-07,5.04,5.09,5.09,5.04,0.91K,-0.98,other,ARTES
2023-03-06,5.09,5.09,5.09,5.09,0.28K,1.39,other,ARTES
2023-03-03,5.02,5.01,5.09,5.01,5.52K,-1.38,other,ARTES
2023-03-02,5.09,5.02,5.09,5.02,0.71K,0.0,other,ARTES
2023-03-01,5.09,5.0,5.09,5.0,0.20K,0.2,other,ARTES
2023-02-28,5.08,5.09,5.09,5.0,2.57K,1.6,other,ARTES
2023-02-27,5.0,5.09,5.09,4.99,4.88K,-1.77,other,ARTES
2023-02-24,5.09,5.1,5.1,5.01,2.06K,1.6,other,ARTES
2023-02-23,5.01,5.01,5.01,5.0,2.99K,0.0,other,ARTES
2023-02-22,5.01,5.01,5.01,5.0,3.86K,-1.57,other,ARTES
2023-02-21,5.09,5.09,5.09,5.01,0.96K,0.0,other,ARTES
2023-02-20,5.09,5.04,5.09,4.98,1.68K,-0.2,other,ARTES
2023-02-17,5.1,5.13,5.13,5.0,1.56K,-0.58,other,ARTES
2023-02-15,5.13,5.04,5.13,5.04,0.73K,-0.19,other,ARTES
2023-02-14,5.14,5.16,5.16,5.05,0.16K,1.38,other,ARTES
2023-02-13,5.07,5.07,5.07,5.02,100.44K,0.0,other,ARTES
2023-02-10,5.07,5.07,5.07,5.07,5.14K,0.0,other,ARTES
2023-02-09,5.07,5.01,5.07,5.0,3.12K,1.2,other,ARTES
2023-02-08,5.01,5.1,5.1,4.97,7.08K,0.2,other,ARTES
2023-02-07,5.0,5.0,5.0,5.0,2.38K,0.0,other,ARTES
2023-02-06,5.0,5.1,5.1,5.0,4.03K,-2.91,other,ARTES
2023-02-03,5.15,5.1,5.15,5.1,0.25K,0.98,other,ARTES
2023-02-02,5.1,5.17,5.17,5.1,0.20K,0.39,other,ARTES
2023-02-01,5.08,4.95,5.09,4.93,6.34K,1.8,other,ARTES
2023-01-31,4.99,4.99,4.99,4.99,2.92K,0.0,other,ARTES
2023-01-30,4.99,5.19,5.19,4.97,7.66K,-1.96,other,ARTES
2023-01-27,5.09,5.0,5.09,4.97,1.35K,1.8,other,ARTES
2023-01-26,5.0,5.01,5.01,5.0,5.00K,-0.4,other,ARTES
2023-01-25,5.02,5.25,5.25,5.01,7.12K,-1.18,other,ARTES
2023-01-24,5.08,5.2,5.29,5.06,2.41K,0.4,other,ARTES
2023-01-23,5.06,5.07,5.09,4.96,6.16K,0.0,other,ARTES
2023-01-20,5.06,4.94,5.06,4.94,0.01K,2.02,other,ARTES
2023-01-19,4.96,5.04,5.04,4.96,16.46K,-1.78,other,ARTES
2023-01-18,5.05,5.0,5.06,5.0,13.00K,-0.2,other,ARTES
2023-01-17,5.06,5.0,5.06,5.0,2.07K,1.2,other,ARTES
2023-01-16,5.0,5.06,5.06,4.91,3.28K,-1.19,other,ARTES
2023-01-13,5.06,5.07,5.07,5.0,1.31K,-0.2,other,ARTES
2023-01-12,5.07,5.05,5.07,5.05,2.60K,0.4,other,ARTES
2023-01-11,5.05,5.07,5.07,5.04,1.13K,1.2,other,ARTES
2023-01-10,4.99,4.97,4.99,4.9,2.67K,0.0,other,ARTES
2023-01-09,4.99,5.17,5.17,4.98,5.49K,-1.96,other,ARTES
2023-01-06,5.09,4.96,5.1,4.96,3.08K,2.21,other,ARTES
2023-01-05,4.98,4.98,4.98,4.95,1.72K,0.0,other,ARTES
2023-01-04,4.98,5.06,5.06,4.98,2.87K,-1.58,other,ARTES
2023-01-03,5.06,5.12,5.12,5.06,3.04K,-1.75,other,ARTES
2023-01-02,5.15,5.38,5.39,5.15,4.77K,-0.77,other,ARTES
2022-12-30,5.19,5.19,5.27,5.18,6.41K,1.96,other,ARTES
2022-12-29,5.09,4.9,5.09,4.9,10.46K,1.8,other,ARTES
2022-12-28,5.0,5.1,5.1,5.0,16.37K,-1.96,other,ARTES
2022-12-27,5.1,5.15,5.15,5.0,101.57K,0.0,other,ARTES
2022-12-26,5.1,5.0,5.15,5.0,0.42K,2.0,other,ARTES
2022-12-23,5.0,5.11,5.11,4.92,8.17K,-3.66,other,ARTES
2022-12-22,5.19,5.1,5.19,5.1,0.03K,0.0,other,ARTES
2022-12-21,5.19,5.08,5.24,5.08,1.27K,-1.14,other,ARTES
2022-12-20,5.25,5.24,5.25,5.2,1.11K,0.0,other,ARTES
2022-12-19,5.25,5.25,5.25,5.25,0.08K,0.0,other,ARTES
2022-12-16,5.25,5.25,5.25,5.25,2.37K,0.96,other,ARTES
2022-12-15,5.2,5.27,5.27,5.2,2.50K,1.96,other,ARTES
2022-12-14,5.1,5.1,5.1,5.1,5.00K,-3.23,other,ARTES
2022-12-13,5.27,5.21,5.27,5.2,1.18K,3.94,other,ARTES
2022-12-12,5.07,5.4,5.4,5.07,2.30K,-5.94,other,ARTES
2022-12-09,5.39,5.39,5.39,5.31,2.11K,-0.19,other,ARTES
2022-12-08,5.4,5.49,5.49,5.4,1.49K,-1.64,other,ARTES
2022-12-07,5.49,5.4,5.49,5.4,0.32K,0.0,other,ARTES
2022-12-06,5.49,5.4,5.49,5.4,1.21K,-0.18,other,ARTES
2022-12-05,5.5,5.5,5.5,5.4,11.01K,0.0,other,ARTES
2022-12-02,5.5,5.66,5.66,5.49,2.81K,-1.79,other,ARTES
2022-12-01,5.6,5.56,5.66,5.51,4.77K,1.08,other,ARTES
2022-11-30,5.54,5.5,5.55,5.5,2.77K,-0.18,other,ARTES
2022-11-29,5.55,5.5,5.55,5.47,0.36K,0.91,other,ARTES
2022-11-28,5.5,5.55,5.55,5.5,0.11K,-0.9,other,ARTES
2022-11-25,5.55,5.56,5.56,5.46,0.58K,0.0,other,ARTES
2022-11-24,5.55,5.55,5.56,5.55,0.65K,-0.18,other,ARTES
2022-11-23,5.56,5.6,5.6,5.45,3.18K,-0.36,other,ARTES
2022-11-22,5.58,5.59,5.59,5.55,1.37K,0.18,other,ARTES
2022-11-21,5.57,5.58,5.6,5.57,5.79K,-0.18,other,ARTES
2022-11-18,5.58,5.6,5.6,5.58,3.73K,-0.71,other,ARTES
2022-11-17,5.62,5.62,5.67,5.62,3.21K,0.0,other,ARTES
2022-11-16,5.62,5.65,5.67,5.6,5.87K,-0.71,other,ARTES
2022-11-15,5.66,5.67,5.67,5.58,1.50K,0.0,other,ARTES
2022-11-14,5.66,5.57,5.66,5.57,1.16K,-0.18,other,ARTES
2022-11-11,5.67,5.67,5.67,5.6,1.58K,0.0,other,ARTES
2022-11-10,5.67,5.67,5.67,5.6,1.21K,0.0,other,ARTES
2022-11-09,5.67,5.53,5.67,5.53,1.16K,0.0,other,ARTES
2022-11-08,5.67,5.67,5.67,5.56,0.01K,2.9,other,ARTES
2022-11-07,5.51,5.69,5.69,5.49,1.08K,0.18,other,ARTES
2022-11-04,5.5,5.51,5.69,5.48,21.50K,-3.34,other,ARTES
2022-11-03,5.69,5.6,5.69,5.46,16.82K,-0.18,other,ARTES
2022-11-02,5.7,5.7,5.7,5.6,0.77K,2.7,other,ARTES
2022-11-01,5.55,5.51,5.83,5.5,31.93K,0.91,other,ARTES
2022-10-31,5.5,5.61,5.61,5.5,3.14K,-1.61,other,ARTES
2022-10-28,5.59,5.63,5.63,5.52,7.05K,-0.71,other,ARTES
2022-10-27,5.63,5.8,5.8,5.63,3.57K,-2.93,other,ARTES
2022-10-26,5.8,5.9,5.9,5.8,2.50K,-0.51,other,ARTES
2022-10-25,5.83,6.05,6.05,5.8,4.56K,-2.51,other,ARTES
2022-10-24,5.98,6.1,6.21,5.97,6.58K,-4.01,other,ARTES
2022-10-21,6.23,6.11,6.23,6.11,0.21K,-0.16,other,ARTES
2022-10-20,6.24,6.15,6.24,6.15,0.11K,-0.16,other,ARTES
2022-10-19,6.25,6.22,6.25,6.22,0.24K,-0.16,other,ARTES
2022-10-18,6.26,6.22,6.26,6.22,0.03K,0.0,other,ARTES
2022-10-17,6.26,6.15,6.26,6.15,0.40K,0.0,other,ARTES
2022-10-14,6.26,6.25,6.26,6.25,0.63K,0.16,other,ARTES
2022-10-13,6.25,6.13,6.32,6.13,4.71K,0.16,other,ARTES
2022-10-12,6.24,6.24,6.24,6.22,0.32K,0.0,other,ARTES
2022-10-11,6.24,6.22,6.24,6.22,1.60K,0.65,other,ARTES
2022-10-10,6.2,6.2,6.2,6.2,3.00K,0.0,other,ARTES
2022-10-07,6.2,6.2,6.2,6.1,3.37K,0.0,other,ARTES
2022-10-06,6.2,6.2,6.2,6.13,42.52K,0.0,other,ARTES
2022-10-05,6.2,6.23,6.23,6.2,2.45K,0.81,other,ARTES
2022-10-04,6.15,6.15,6.23,6.03,1.07K,1.99,other,ARTES
2022-10-03,6.03,6.09,6.14,6.03,2.10K,-0.99,other,ARTES
2022-09-30,6.09,6.07,6.1,6.02,1.87K,0.83,other,ARTES
2022-09-29,6.04,6.01,6.09,6.01,5.72K,-0.82,other,ARTES
2022-09-28,6.09,6.1,6.1,6.03,1.54K,-0.16,other,ARTES
2022-09-27,6.1,6.13,6.13,6.03,12.04K,-0.49,other,ARTES
2022-09-26,6.13,6.19,6.2,6.13,76.08K,-0.65,other,ARTES
2022-09-23,6.17,6.19,6.19,6.1,1.13K,-0.16,other,ARTES
2022-09-22,6.18,6.17,6.18,6.16,4.20K,0.0,other,ARTES
2022-09-21,6.18,6.15,6.19,6.13,65.18K,0.65,other,ARTES
2022-09-20,6.14,6.2,6.2,6.01,5.61K,-0.65,other,ARTES
2022-09-19,6.18,6.1,6.2,6.0,9.08K,-0.32,other,ARTES
2022-09-16,6.2,6.17,6.2,6.1,45.91K,1.81,other,ARTES
2022-09-15,6.09,6.2,6.2,6.09,3.76K,-0.81,other,ARTES
2022-09-14,6.14,6.09,6.16,6.09,3.04K,-0.65,other,ARTES
2022-09-13,6.18,6.09,6.18,6.09,1.18K,1.48,other,ARTES
2022-09-12,6.09,6.2,6.2,5.98,16.35K,-1.46,other,ARTES
2022-09-09,6.18,6.2,6.2,6.0,2.21K,3.0,other,ARTES
2022-09-08,6.0,6.18,6.18,5.99,15.48K,-2.6,other,ARTES
2022-09-07,6.16,6.2,6.2,6.1,0.90K,0.0,other,ARTES
2022-09-06,6.16,6.19,6.19,6.16,0.03K,-0.65,other,ARTES
2022-09-05,6.2,6.2,6.29,6.1,6.81K,-1.43,other,ARTES
2022-09-02,6.29,6.2,6.29,6.2,1.80K,1.94,other,ARTES
2022-09-01,6.17,5.96,6.24,5.96,133.06K,4.75,other,ARTES
2022-08-31,5.89,5.89,5.89,5.89,1.00K,0.0,other,ARTES
2022-08-30,5.89,5.89,5.89,5.83,0.12K,0.0,other,ARTES
2022-08-29,5.89,5.88,5.89,5.84,4.31K,0.17,other,ARTES
2022-08-26,5.88,5.85,5.89,5.85,2.57K,0.51,other,ARTES
2022-08-25,5.85,5.82,5.89,5.81,4.82K,-0.85,other,ARTES
2022-08-24,5.9,5.9,5.9,5.9,0.02K,0.0,other,ARTES
2022-08-23,5.9,5.99,5.99,5.9,3.17K,0.0,other,ARTES
2022-08-22,5.9,5.88,5.96,5.85,2.95K,0.0,other,ARTES
2022-08-19,5.9,5.99,5.99,5.85,2.87K,-1.5,other,ARTES
2022-08-18,5.99,5.85,5.99,5.85,2.51K,1.7,other,ARTES
2022-08-17,5.89,5.89,5.89,5.85,1.44K,0.17,other,ARTES
2022-08-16,5.88,5.8,5.9,5.8,3.42K,1.38,other,ARTES
2022-08-15,5.8,5.9,5.9,5.79,5.90K,0.0,other,ARTES
2022-08-12,5.8,5.8,5.8,5.78,12.32K,0.0,other,ARTES
2022-08-11,5.8,5.8,5.8,5.79,2.92K,0.0,other,ARTES
2022-08-10,5.8,5.84,5.84,5.8,22.58K,-1.69,other,ARTES
2022-08-09,5.9,5.84,5.9,5.84,2.72K,1.03,other,ARTES
2022-08-08,5.84,5.85,5.85,5.84,3.41K,-0.85,other,ARTES
2022-08-05,5.89,5.8,5.9,5.8,12.95K,-0.17,other,ARTES
2022-08-04,5.9,5.9,5.9,5.81,6.94K,0.0,other,ARTES
2022-08-03,5.9,5.88,5.9,5.86,2.07K,0.34,other,ARTES
2022-08-02,5.88,5.88,5.88,5.85,12.14K,-0.34,other,ARTES
2022-08-01,5.9,5.75,5.9,5.75,0.21K,1.72,other,ARTES
2022-07-29,5.8,5.84,5.84,5.73,0.54K,0.17,other,ARTES
2022-07-28,5.79,5.88,5.88,5.7,7.95K,-1.53,other,ARTES
2022-07-27,5.88,5.94,5.94,5.88,1.57K,-1.18,other,ARTES
2022-07-26,5.95,5.79,5.95,5.79,1.22K,1.88,other,ARTES
2022-07-22,5.84,5.98,5.98,5.78,4.99K,-2.34,other,ARTES
2022-07-21,5.98,6.04,6.1,5.98,10.21K,-2.45,other,ARTES
2022-07-20,6.13,6.16,6.16,6.04,11.19K,-3.46,other,ARTES
2022-07-19,6.35,6.4,6.5,6.28,13.47K,-3.35,other,ARTES
2022-07-18,6.57,6.57,6.57,6.5,1.12K,0.0,other,ARTES
2022-07-15,6.57,6.51,6.57,6.41,2.35K,-0.3,other,ARTES
2022-07-14,6.59,6.65,6.65,6.5,3.59K,0.76,other,ARTES
2022-07-13,6.54,6.6,6.6,6.52,7.29K,0.15,other,ARTES
2022-07-12,6.53,6.55,6.55,6.52,2.71K,-2.25,other,ARTES
2022-07-11,6.68,6.7,6.7,6.68,0.55K,2.45,other,ARTES
2022-07-08,6.52,6.7,6.7,6.51,9.40K,-2.69,other,ARTES
2022-07-07,6.7,6.65,6.83,6.62,8.03K,1.21,other,ARTES
2022-07-06,6.62,7.07,7.07,6.6,1.54K,-11.73,other,ARTES
2022-07-05,7.5,7.6,7.6,7.4,11.61K,-1.32,other,ARTES
2022-07-04,7.6,7.87,7.87,7.6,12.70K,-3.43,other,ARTES
2022-07-01,7.87,7.99,7.99,7.87,20.15K,0.0,other,ARTES
2022-06-30,7.87,7.95,7.95,7.8,11.31K,-0.13,other,ARTES
2022-06-29,7.88,8.0,8.04,7.88,10.07K,-1.5,other,ARTES
2022-06-28,8.0,7.99,8.0,7.99,11.86K,0.13,other,ARTES
2022-06-27,7.99,8.0,8.02,7.99,7.94K,-0.13,other,ARTES
2022-06-24,8.0,7.88,8.0,7.88,1.52K,0.0,other,ARTES
2022-06-23,8.0,8.04,8.05,8.0,10.92K,0.0,other,ARTES
2022-06-22,8.0,8.06,8.06,8.0,6.80K,-0.62,other,ARTES
2022-06-21,8.05,8.06,8.06,8.0,6.56K,-0.12,other,ARTES
2022-06-20,8.06,8.06,8.08,8.04,2.84K,0.12,other,ARTES
2022-06-17,8.05,8.05,8.08,8.05,2.79K,-0.37,other,ARTES
2022-06-16,8.08,8.02,8.09,8.02,3.56K,-0.12,other,ARTES
2022-06-15,8.09,7.96,8.09,7.96,19.45K,1.63,other,ARTES
2022-06-14,7.96,7.93,7.98,7.9,3.73K,0.0,other,ARTES
2022-06-13,7.96,8.0,8.0,7.85,0.37K,-0.5,other,ARTES
2022-06-10,8.0,7.9,8.0,7.9,10.56K,0.63,other,ARTES
2022-06-09,7.95,7.89,7.95,7.88,3.01K,0.76,other,ARTES
2022-06-08,7.89,7.89,7.9,7.87,3.93K,0.38,other,ARTES
2022-06-07,7.86,7.86,7.89,7.83,2.12K,0.0,other,ARTES
2022-06-06,7.86,7.83,7.87,7.83,2.37K,-0.38,other,ARTES
2022-06-03,7.89,7.87,7.9,7.85,3.31K,-0.5,other,ARTES
2022-06-02,7.93,7.83,7.93,7.82,1.99K,0.38,other,ARTES
2022-06-01,7.9,7.89,7.93,7.8,9.16K,0.13,other,ARTES
2022-05-31,7.89,7.95,7.95,7.85,3.95K,-0.13,other,ARTES
2022-05-30,7.9,7.8,8.0,7.8,6.83K,1.94,other,ARTES
2022-05-27,7.75,7.8,7.8,7.69,11.17K,0.0,other,ARTES
2022-05-26,7.75,7.72,7.78,7.69,20.21K,0.65,other,ARTES
2022-05-25,7.7,7.72,7.75,7.7,14.70K,0.0,other,ARTES
2022-05-24,7.7,7.7,7.7,7.69,8.01K,0.0,other,ARTES
2022-05-23,7.7,7.7,7.72,7.67,67.21K,-0.26,other,ARTES
2022-05-20,7.72,7.7,7.72,7.68,12.15K,0.26,other,ARTES
2022-05-19,7.7,7.68,7.78,7.52,50.38K,4.19,other,ARTES
2022-05-18,7.39,7.3,7.47,7.3,9.19K,1.23,other,ARTES
2022-05-17,7.3,7.13,7.3,7.12,6.42K,2.53,other,ARTES
2022-05-16,7.12,7.12,7.13,7.06,4.01K,-0.14,other,ARTES
2022-05-13,7.13,7.13,7.13,7.1,3.56K,0.42,other,ARTES
2022-05-12,7.1,7.13,7.13,7.1,2.52K,0.0,other,ARTES
2022-05-11,7.1,7.11,7.14,7.1,0.53K,-0.56,other,ARTES
2022-05-10,7.14,7.08,7.15,7.07,6.46K,0.85,other,ARTES
2022-05-09,7.08,7.09,7.09,7.0,2.80K,-0.28,other,ARTES
2022-05-06,7.1,7.1,7.1,7.0,1.01K,0.0,other,ARTES
2022-05-05,7.1,7.1,7.1,7.08,0.25K,0.28,other,ARTES
2022-05-04,7.08,7.07,7.1,7.05,0.97K,0.0,other,ARTES
2022-04-29,7.08,7.02,7.08,7.02,1.40K,0.85,other,ARTES
2022-04-28,7.02,7.02,7.02,7.02,0.12K,-0.99,other,ARTES
2022-04-27,7.09,7.0,7.09,7.0,4.70K,0.0,other,ARTES
2022-04-26,7.09,7.1,7.1,7.0,2.35K,-0.42,other,ARTES
2022-04-25,7.12,7.1,7.12,7.0,13.15K,-0.42,other,ARTES
2022-04-22,7.15,7.16,7.26,7.15,1.05K,-1.52,other,ARTES
2022-04-21,7.26,7.27,7.27,7.1,2.96K,-1.22,other,ARTES
2022-04-20,7.35,7.19,7.35,7.19,7.06K,2.8,other,ARTES
2022-04-19,7.15,7.1,7.15,7.1,3.86K,0.42,other,ARTES
2022-04-18,7.12,7.12,7.12,7.1,3.36K,0.28,other,ARTES
