Date,Price,Open,High,Low,Vol.,Change %,Sector,value
2021-11-22,30.46,30.64,30.64,30.45,14.58K,-0.56,other,ECYCL
2021-11-19,30.64,30.81,30.81,30.55,3.13K,-0.53,other,ECYCL
2021-11-18,30.8,30.81,30.82,30.64,1.24K,0.53,other,ECYCL
2021-11-17,30.64,30.64,30.81,30.55,2.06K,0.0,other,ECYCL
2021-11-16,30.64,30.8,30.81,30.55,4.04K,-0.56,other,ECYCL
2021-11-15,30.81,30.82,30.82,30.64,1.53K,-0.03,other,ECYCL
2021-11-12,30.82,30.82,30.82,30.45,3.22K,0.0,other,ECYCL
2021-11-11,30.82,30.53,30.82,30.45,8.73K,0.98,other,ECYCL
2021-11-10,30.52,30.58,30.58,30.41,2.81K,-0.03,other,ECYCL
2021-11-09,30.53,30.57,30.57,30.39,11.65K,-0.15,other,ECYCL
2021-11-08,30.57,30.67,30.67,30.45,2.99K,0.39,other,ECYCL
2021-11-05,30.45,30.67,30.67,30.41,5.03K,-0.71,other,ECYCL
2021-11-04,30.67,30.68,30.68,30.55,5.02K,-0.03,other,ECYCL
2021-11-03,30.68,30.7,30.7,30.46,2.36K,-0.06,other,ECYCL
2021-11-02,30.7,30.64,30.7,30.27,5.00K,0.21,other,ECYCL
2021-11-01,30.64,30.77,30.87,30.45,3.82K,-0.59,other,ECYCL
2021-10-29,30.82,30.73,30.86,30.73,4.05K,0.3,other,ECYCL
2021-10-28,30.73,30.88,30.88,30.65,2.12K,-0.56,other,ECYCL
2021-10-27,30.9,30.72,30.9,30.64,1.57K,0.56,other,ECYCL
2021-10-26,30.73,31.16,31.16,30.64,3.89K,-1.43,other,ECYCL
2021-10-25,31.17,31.18,31.26,31.17,3.29K,1.0,other,ECYCL
2021-10-22,30.86,31.27,31.27,30.73,12.36K,-1.31,other,ECYCL
2021-10-21,31.27,31.27,31.59,31.0,7.48K,0.0,other,ECYCL
2021-10-20,31.27,31.45,31.62,31.27,8.28K,-1.15,other,ECYCL
2021-10-19,31.64,31.81,31.81,31.64,3.58K,0.0,other,ECYCL
2021-10-14,31.64,31.71,31.82,31.46,6.89K,-0.23,other,ECYCL
2021-10-13,31.71,31.77,31.82,31.65,3.49K,0.0,other,ECYCL
2021-10-12,31.71,32.0,32.0,31.5,16.51K,-0.91,other,ECYCL
2021-10-11,32.0,31.77,32.0,31.77,14.98K,0.92,other,ECYCL
2021-10-08,31.71,31.73,31.73,31.46,12.41K,-0.06,other,ECYCL
2021-10-07,31.73,31.23,31.8,31.23,18.44K,1.01,other,ECYCL
2021-10-06,31.41,31.16,31.45,30.85,4.88K,0.76,other,ECYCL
2021-10-05,31.17,31.36,31.36,30.82,3.09K,-0.03,other,ECYCL
2021-10-04,31.18,31.09,31.73,30.82,6.75K,0.38,other,ECYCL
2021-10-01,31.06,30.55,31.06,30.32,7.24K,2.74,other,ECYCL
2021-09-30,30.24,30.27,30.45,30.0,4.16K,-0.12,other,ECYCL
2021-09-29,30.27,29.36,30.36,29.36,10.95K,2.52,other,ECYCL
2021-09-28,29.53,29.54,29.54,29.29,1.04K,0.0,other,ECYCL
2021-09-27,29.53,29.27,29.54,29.27,2.27K,-0.03,other,ECYCL
2021-09-24,29.54,29.54,29.68,29.27,8.36K,0.0,other,ECYCL
2021-09-23,29.54,29.18,29.54,29.18,2.84K,0.0,other,ECYCL
2021-09-22,29.54,29.55,29.81,29.0,8.41K,1.59,other,ECYCL
2021-09-21,29.07,29.07,29.18,29.0,8.15K,0.25,other,ECYCL
2021-09-20,29.0,29.0,29.09,28.82,4.10K,0.22,other,ECYCL
2021-09-17,28.94,29.09,29.64,28.94,4.57K,0.41,other,ECYCL
2021-09-16,28.82,29.67,29.67,28.73,7.86K,-1.55,other,ECYCL
2021-09-15,29.27,28.36,29.67,28.18,30.78K,3.54,other,ECYCL
2021-09-14,28.27,28.18,28.36,28.09,7.98K,0.65,other,ECYCL
2021-09-13,28.09,28.29,28.32,28.09,2.03K,0.16,other,ECYCL
2021-09-10,28.05,28.09,28.27,27.91,5.99K,-0.16,other,ECYCL
2021-09-09,28.09,28.16,28.18,27.82,2.56K,-0.26,other,ECYCL
2021-09-08,28.16,27.99,28.18,27.73,6.68K,0.62,other,ECYCL
2021-09-07,27.99,28.36,28.36,27.75,7.36K,-0.68,other,ECYCL
2021-09-06,28.18,28.18,28.36,28.0,1.43K,0.0,other,ECYCL
2021-09-03,28.18,28.36,28.36,28.0,9.33K,-0.32,other,ECYCL
2021-09-02,28.27,28.5,28.5,28.18,5.25K,-0.32,other,ECYCL
2021-09-01,28.36,28.64,28.64,28.36,2.01K,-0.57,other,ECYCL
2021-08-31,28.53,28.64,28.64,27.11,1.79K,-1.01,other,ECYCL
2021-08-30,28.82,29.09,29.09,28.64,3.77K,0.32,other,ECYCL
2021-08-27,28.73,28.91,28.91,28.68,0.65K,-0.32,other,ECYCL
2021-08-26,28.82,28.96,28.96,28.73,2.65K,-0.5,other,ECYCL
2021-08-25,28.96,28.95,28.97,28.8,9.18K,0.57,other,ECYCL
2021-08-24,28.8,28.63,28.95,28.55,6.80K,1.21,other,ECYCL
2021-08-23,28.45,28.45,28.62,28.45,5.59K,0.0,other,ECYCL
2021-08-20,28.45,27.99,28.82,27.99,16.59K,1.62,other,ECYCL
2021-08-19,28.0,27.55,28.0,27.18,10.38K,2.67,other,ECYCL
2021-08-18,27.27,27.44,27.44,27.27,1.89K,0.0,other,ECYCL
2021-08-17,27.27,27.45,27.45,27.23,2.70K,-0.6,other,ECYCL
2021-08-16,27.44,27.44,27.44,27.27,3.00K,0.6,other,ECYCL
2021-08-12,27.27,27.45,27.45,27.27,3.50K,-0.6,other,ECYCL
2021-08-11,27.44,27.45,27.45,27.44,0.15K,-0.07,other,ECYCL
2021-08-09,27.45,27.55,27.55,27.45,7.93K,0.0,other,ECYCL
2021-08-06,27.45,27.52,27.52,27.36,0.15K,-0.23,other,ECYCL
2021-08-05,27.52,27.11,27.54,27.11,1.66K,-0.07,other,ECYCL
2021-08-04,27.54,27.55,27.55,27.36,1.50K,-0.03,other,ECYCL
2021-08-03,27.55,27.63,27.64,27.36,0.16K,-0.33,other,ECYCL
2021-08-02,27.64,27.64,27.82,27.64,1.62K,0.0,other,ECYCL
2021-07-30,27.64,27.09,27.64,27.09,7.84K,1.67,other,ECYCL
2021-07-29,27.18,27.18,27.18,27.17,0.34K,0.0,other,ECYCL
2021-07-28,27.18,27.18,27.23,27.14,1.17K,0.0,other,ECYCL
2021-07-27,27.18,26.77,27.18,26.55,2.08K,2.4,other,ECYCL
2021-07-26,26.55,27.18,27.26,26.55,3.63K,-2.83,other,ECYCL
2021-07-23,27.32,27.27,27.32,27.23,7.78K,0.17,other,ECYCL
2021-07-22,27.27,27.27,27.35,27.18,8.08K,0.03,other,ECYCL
2021-07-19,27.26,27.36,27.36,27.08,2.02K,-0.03,other,ECYCL
2021-07-16,27.27,27.05,27.3,27.05,24.14K,1.08,other,ECYCL
2021-07-15,26.98,26.82,27.0,26.82,5.55K,0.0,other,ECYCL
2021-07-14,26.98,27.0,27.0,26.95,0.43K,-0.03,other,ECYCL
2021-07-13,26.99,27.0,27.0,26.99,1.34K,-0.03,other,ECYCL
2021-07-12,27.0,27.04,27.04,26.95,1.16K,0.0,other,ECYCL
2021-07-09,27.0,27.0,27.05,26.95,2.48K,-0.17,other,ECYCL
2021-07-08,27.05,27.09,27.09,27.05,4.84K,-0.17,other,ECYCL
2021-07-07,27.09,27.08,27.19,26.86,9.54K,-0.23,other,ECYCL
2021-07-06,27.15,26.36,27.15,26.36,3.66K,3.0,other,ECYCL
2021-07-05,26.36,26.73,26.73,26.0,1.40K,-1.02,other,ECYCL
2021-07-02,26.64,26.68,26.68,26.09,1.13K,-0.37,other,ECYCL
2021-07-01,26.74,25.96,26.74,25.96,0.02K,2.47,other,ECYCL
2021-06-30,26.09,26.68,26.68,25.91,8.88K,-2.21,other,ECYCL
2021-06-29,26.68,26.73,26.82,26.55,4.47K,-0.17,other,ECYCL
2021-06-28,26.73,26.82,26.82,26.73,1.03K,0.0,other,ECYCL
2021-06-25,26.73,26.95,26.95,26.73,4.04K,-0.88,other,ECYCL
2021-06-24,26.96,26.77,26.97,26.77,1.35K,0.54,other,ECYCL
2021-06-23,26.82,27.0,27.0,26.82,4.10K,-0.54,other,ECYCL
2021-06-22,26.96,26.98,26.98,26.82,3.98K,0.47,other,ECYCL
2021-06-21,26.84,26.84,26.96,26.82,4.12K,-0.54,other,ECYCL
2021-06-18,26.98,27.0,27.0,26.85,1.97K,-0.07,other,ECYCL
2021-06-17,27.0,26.95,27.0,26.83,2.23K,0.17,other,ECYCL
2021-06-16,26.95,27.07,27.07,26.91,1.86K,0.24,other,ECYCL
2021-06-15,26.89,26.95,27.07,26.82,3.31K,-0.4,other,ECYCL
2021-06-14,27.0,26.68,27.16,26.36,15.49K,1.09,other,ECYCL
2021-06-11,26.71,26.73,26.73,26.36,9.72K,-0.07,other,ECYCL
2021-06-10,26.73,26.35,26.82,26.35,4.58K,1.73,other,ECYCL
2021-06-09,26.27,26.34,26.35,26.23,1.69K,0.0,other,ECYCL
2021-06-08,26.27,26.31,26.36,26.27,5.96K,-0.34,other,ECYCL
2021-06-07,26.36,26.35,26.41,26.18,2.92K,0.45,other,ECYCL
2021-06-04,26.25,26.25,26.81,26.18,10.67K,-0.03,other,ECYCL
2021-06-03,26.25,26.31,26.31,26.0,4.00K,-0.07,other,ECYCL
2021-06-02,26.27,25.55,26.31,25.55,13.40K,2.96,other,ECYCL
2021-06-01,25.52,25.55,25.55,25.47,3.42K,0.25,other,ECYCL
2021-05-31,25.45,25.41,25.54,25.41,7.77K,0.04,other,ECYCL
2021-05-28,25.45,25.45,25.55,25.27,4.07K,-0.04,other,ECYCL
2021-05-27,25.45,25.54,25.54,25.36,9.14K,-0.36,other,ECYCL
2021-05-26,25.55,25.55,25.55,25.45,1.82K,0.04,other,ECYCL
2021-05-25,25.54,25.59,25.59,25.42,4.79K,-0.21,other,ECYCL
2021-05-24,25.59,25.86,25.86,25.41,4.82K,0.0,other,ECYCL
2021-05-21,25.59,25.59,25.82,25.0,12.92K,-0.53,other,ECYCL
2021-05-20,25.73,25.73,25.9,25.4,14.14K,0.0,other,ECYCL
2021-05-19,25.73,25.99,25.99,25.73,7.08K,-0.7,other,ECYCL
2021-05-18,25.91,26.0,26.0,25.79,11.26K,-0.87,other,ECYCL
2021-05-17,26.14,26.54,26.54,25.85,10.53K,-3.75,other,ECYCL
2021-05-11,27.15,26.8,27.18,26.59,12.52K,1.6,other,ECYCL
2021-05-10,26.73,26.9,26.9,26.59,1.82K,0.14,other,ECYCL
2021-05-07,26.69,26.82,26.82,26.64,3.61K,-0.47,other,ECYCL
2021-05-06,26.82,26.82,26.82,26.73,4.77K,0.0,other,ECYCL
2021-05-05,26.82,26.82,26.91,26.73,7.82K,0.0,other,ECYCL
2021-05-04,26.82,26.91,27.0,26.77,8.17K,-0.34,other,ECYCL
2021-05-03,26.91,27.14,27.14,26.83,3.01K,0.0,other,ECYCL
2021-04-30,26.91,27.2,27.24,26.83,9.83K,-1.0,other,ECYCL
2021-04-29,27.18,27.26,27.27,27.07,6.97K,-0.23,other,ECYCL
2021-04-28,27.25,27.36,27.36,27.19,0.78K,0.2,other,ECYCL
2021-04-27,27.19,27.44,27.44,27.19,8.80K,-0.89,other,ECYCL
2021-04-26,27.44,27.44,27.45,27.32,4.48K,0.0,other,ECYCL
2021-04-23,27.44,27.27,27.44,27.2,13.05K,0.77,other,ECYCL
2021-04-22,27.23,27.18,27.26,27.05,3.19K,0.17,other,ECYCL
2021-04-21,27.18,27.27,27.36,26.86,23.13K,0.0,other,ECYCL
2021-04-20,27.18,26.73,27.27,26.45,13.07K,1.7,other,ECYCL
2021-04-19,26.73,26.55,26.73,26.27,9.58K,1.38,other,ECYCL
2021-04-16,26.36,26.82,26.82,26.36,5.37K,-1.36,other,ECYCL
2021-04-15,26.73,26.88,26.88,26.36,16.87K,-0.51,other,ECYCL
2021-04-14,26.86,26.73,26.89,26.73,10.62K,0.51,other,ECYCL
2021-04-13,26.73,26.36,27.09,26.36,25.84K,1.73,other,ECYCL
2021-04-12,26.27,26.15,26.36,26.05,4.26K,0.49,other,ECYCL
2021-04-08,26.15,26.36,26.36,26.14,7.49K,-0.83,other,ECYCL
2021-04-07,26.36,26.17,26.36,26.14,7.13K,0.69,other,ECYCL
2021-04-06,26.18,26.36,26.36,26.14,13.62K,-0.69,other,ECYCL
2021-04-05,26.36,26.46,26.55,26.28,6.11K,-0.34,other,ECYCL
2021-04-02,26.45,26.36,26.64,26.27,30.02K,0.34,other,ECYCL
2021-04-01,26.36,26.18,26.36,26.18,6.93K,0.73,other,ECYCL
2021-03-31,26.17,26.27,26.36,26.17,6.05K,-0.38,other,ECYCL
2021-03-30,26.27,26.18,26.27,26.0,10.47K,0.52,other,ECYCL
2021-03-29,26.14,26.27,26.27,26.11,1.81K,-0.52,other,ECYCL
2021-03-26,26.27,26.34,26.36,26.09,10.40K,0.7,other,ECYCL
2021-03-25,26.09,26.22,26.22,26.01,9.52K,-0.31,other,ECYCL
2021-03-24,26.17,26.23,26.23,26.0,9.07K,0.31,other,ECYCL
2021-03-23,26.09,26.35,26.35,26.0,15.23K,-0.97,other,ECYCL
2021-03-22,26.35,26.55,26.55,26.08,5.95K,0.62,other,ECYCL
2021-03-19,26.18,26.27,26.27,26.09,4.74K,0.0,other,ECYCL
2021-03-18,26.18,26.45,26.45,26.09,7.82K,-0.35,other,ECYCL
2021-03-17,26.27,26.45,26.5,26.27,3.77K,-0.69,other,ECYCL
2021-03-16,26.45,26.63,26.63,26.09,6.15K,-0.34,other,ECYCL
2021-03-15,26.55,26.35,26.63,26.05,5.47K,0.72,other,ECYCL
2021-03-12,26.35,25.91,26.64,25.91,5.51K,1.72,other,ECYCL
2021-03-11,25.91,26.0,26.0,25.73,12.11K,-0.11,other,ECYCL
2021-03-10,25.94,26.18,26.18,25.77,4.15K,-0.94,other,ECYCL
2021-03-09,26.18,26.35,26.35,25.8,15.04K,-1.03,other,ECYCL
2021-03-08,26.45,27.27,27.27,26.45,38.07K,-1.69,other,ECYCL
2021-03-05,26.91,26.68,27.48,26.55,36.24K,1.79,other,ECYCL
2021-03-04,26.44,26.47,26.62,26.18,26.92K,1.32,other,ECYCL
2021-03-03,26.09,25.91,26.16,25.82,19.01K,0.7,other,ECYCL
2021-03-02,25.91,25.55,26.25,25.41,12.25K,1.42,other,ECYCL
2021-03-01,25.55,25.33,25.68,25.33,12.33K,0.36,other,ECYCL
2021-02-26,25.45,25.36,25.71,25.18,13.36K,0.36,other,ECYCL
2021-02-25,25.36,25.72,25.72,25.27,6.56K,-0.89,other,ECYCL
2021-02-24,25.59,25.24,25.81,25.24,23.67K,1.44,other,ECYCL
2021-02-23,25.23,24.67,25.41,24.55,31.67K,2.4,other,ECYCL
2021-02-22,24.64,24.46,24.67,24.45,1.27K,-0.18,other,ECYCL
2021-02-19,24.68,24.55,24.68,24.38,7.95K,0.0,other,ECYCL
2021-02-18,24.68,24.73,24.73,24.55,4.72K,-0.18,other,ECYCL
2021-02-17,24.73,24.55,24.79,24.45,5.84K,0.74,other,ECYCL
2021-02-16,24.55,24.55,24.55,24.32,15.06K,0.11,other,ECYCL
2021-02-15,24.52,24.55,24.55,24.37,4.82K,-0.07,other,ECYCL
2021-02-12,24.54,24.55,24.73,24.36,6.33K,-0.04,other,ECYCL
2021-02-11,24.55,24.36,24.86,24.36,6.11K,-0.74,other,ECYCL
2021-02-10,24.73,24.31,24.76,24.27,22.03K,2.26,other,ECYCL
2021-02-09,24.18,24.08,24.31,24.0,9.73K,0.8,other,ECYCL
2021-02-08,23.99,24.08,24.08,23.77,7.30K,0.38,other,ECYCL
2021-02-05,23.9,23.49,23.91,23.49,10.52K,1.74,other,ECYCL
2021-02-04,23.49,23.49,23.49,23.22,47.83K,0.94,other,ECYCL
2021-02-03,23.27,23.54,23.54,23.18,9.22K,0.04,other,ECYCL
2021-02-02,23.26,23.05,23.45,23.05,5.28K,0.35,other,ECYCL
2021-02-01,23.18,23.71,23.71,23.18,16.70K,-1.92,other,ECYCL
2021-01-29,23.64,23.8,23.8,23.24,7.67K,1.17,other,ECYCL
2021-01-28,23.36,23.72,23.91,23.36,12.31K,-1.46,other,ECYCL
2021-01-27,23.71,23.46,23.82,23.36,21.98K,0.69,other,ECYCL
2021-01-26,23.55,24.18,24.18,23.55,40.38K,-2.56,other,ECYCL
2021-01-25,24.16,24.36,24.36,24.0,2.90K,-0.34,other,ECYCL
2021-01-22,24.25,24.27,24.27,23.75,12.17K,1.02,other,ECYCL
2021-01-21,24.0,23.66,24.37,23.66,72.24K,3.12,other,ECYCL
2021-01-20,23.27,22.99,23.5,22.99,28.57K,1.23,other,ECYCL
2021-01-19,22.99,23.03,23.03,22.82,0.61K,0.2,other,ECYCL
2021-01-18,22.95,23.09,23.09,22.82,6.62K,-0.39,other,ECYCL
2021-01-15,23.04,23.04,23.04,23.0,6.99K,0.2,other,ECYCL
2021-01-13,22.99,23.09,23.09,22.95,11.56K,-0.24,other,ECYCL
2021-01-12,23.05,22.91,23.16,22.91,3.61K,1.0,other,ECYCL
2021-01-11,22.82,22.86,23.08,22.82,12.12K,-0.4,other,ECYCL
2021-01-08,22.91,22.9,22.91,22.75,8.61K,0.72,other,ECYCL
2021-01-07,22.75,23.18,23.18,22.65,4.87K,-0.32,other,ECYCL
2021-01-06,22.82,23.0,23.0,22.73,6.33K,-1.18,other,ECYCL
2021-01-05,23.09,23.09,23.09,23.0,8.61K,-0.24,other,ECYCL
2021-01-04,23.15,23.6,23.6,23.09,17.34K,-0.55,other,ECYCL
2020-12-31,23.27,23.61,23.61,23.27,36.78K,-1.35,other,ECYCL
2020-12-30,23.59,23.45,23.62,23.2,17.93K,0.62,other,ECYCL
2020-12-29,23.45,23.48,23.48,23.23,4.69K,-0.04,other,ECYCL
2020-12-28,23.45,23.23,23.5,23.23,9.80K,-0.19,other,ECYCL
2020-12-25,23.5,23.55,23.64,23.18,8.64K,0.19,other,ECYCL
2020-12-24,23.45,23.18,23.77,23.18,30.58K,1.26,other,ECYCL
2020-12-23,23.16,23.0,23.18,23.0,2.36K,-0.08,other,ECYCL
2020-12-22,23.18,23.18,23.44,22.95,2.53K,0.0,other,ECYCL
2020-12-21,23.18,22.99,23.43,22.99,12.87K,0.99,other,ECYCL
2020-12-18,22.95,22.78,22.95,22.78,3.70K,0.2,other,ECYCL
2020-12-17,22.91,22.99,22.99,22.77,5.27K,-0.36,other,ECYCL
2020-12-16,22.99,23.02,23.02,22.84,0.55K,-0.2,other,ECYCL
2020-12-15,23.04,23.05,23.05,22.82,5.15K,0.2,other,ECYCL
2020-12-14,22.99,22.82,23.0,22.81,3.45K,0.76,other,ECYCL
2020-12-11,22.82,23.05,23.05,22.81,5.62K,-0.4,other,ECYCL
2020-12-10,22.91,23.03,23.07,22.82,5.07K,-0.2,other,ECYCL
2020-12-09,22.95,23.09,23.09,22.8,6.27K,-0.59,other,ECYCL
2020-12-08,23.09,23.41,23.41,22.91,30.86K,-1.13,other,ECYCL
2020-12-07,23.35,23.45,23.45,23.23,7.19K,0.04,other,ECYCL
2020-12-04,23.35,23.36,23.41,23.25,12.83K,-0.08,other,ECYCL
2020-12-03,23.36,23.45,23.45,23.32,10.90K,-0.12,other,ECYCL
2020-12-02,23.39,23.45,23.45,23.25,9.78K,-0.04,other,ECYCL
2020-12-01,23.4,23.16,23.48,23.16,11.12K,1.34,other,ECYCL
2020-11-30,23.09,23.03,23.16,22.91,4.70K,0.12,other,ECYCL
2020-11-27,23.06,23.18,23.18,22.84,7.43K,-0.51,other,ECYCL
2020-11-26,23.18,23.37,23.64,23.18,88.61K,0.24,other,ECYCL
2020-11-25,23.13,23.0,23.18,22.73,20.21K,0.39,other,ECYCL
2020-11-24,23.04,23.14,23.18,22.73,13.99K,-0.43,other,ECYCL
2020-11-23,23.14,23.18,23.31,23.05,3.03K,-0.59,other,ECYCL
2020-11-20,23.27,23.36,23.36,23.0,17.26K,-0.39,other,ECYCL
2020-11-19,23.36,23.18,23.55,23.18,53.80K,1.18,other,ECYCL
2020-11-18,23.09,22.82,23.09,22.73,32.72K,2.01,other,ECYCL
2020-11-17,22.64,22.32,22.98,22.26,42.60K,1.59,other,ECYCL
2020-11-16,22.28,21.64,22.28,21.64,10.27K,2.98,other,ECYCL
2020-11-13,21.64,21.59,21.79,21.59,2.17K,-0.71,other,ECYCL
2020-11-12,21.79,21.72,21.79,21.55,4.01K,0.38,other,ECYCL
2020-11-11,21.71,21.59,21.73,21.59,2.29K,0.42,other,ECYCL
2020-11-10,21.62,21.55,21.64,21.45,2.73K,-0.29,other,ECYCL
2020-11-09,21.68,21.82,21.82,21.36,7.83K,0.0,other,ECYCL
2020-11-06,21.68,21.62,21.72,21.45,2.46K,0.38,other,ECYCL
2020-11-05,21.6,21.62,21.62,21.6,0.65K,-0.08,other,ECYCL
2020-11-04,21.62,21.63,21.64,21.45,1.86K,-0.04,other,ECYCL
2020-11-03,21.63,21.73,21.73,21.5,1.15K,-0.04,other,ECYCL
2020-11-02,21.64,21.59,21.71,21.59,2.79K,0.21,other,ECYCL
2020-10-30,21.59,21.73,21.73,21.41,5.66K,-0.63,other,ECYCL
2020-10-28,21.73,21.59,21.77,21.59,2.33K,-0.21,other,ECYCL
2020-10-27,21.77,21.75,21.77,21.59,1.14K,0.04,other,ECYCL
2020-10-26,21.76,21.82,21.82,21.5,4.03K,-0.04,other,ECYCL
2020-10-23,21.77,21.62,21.81,21.45,0.70K,1.1,other,ECYCL
2020-10-22,21.54,21.53,21.54,21.38,2.07K,0.59,other,ECYCL
2020-10-21,21.41,21.55,21.55,21.38,3.87K,-0.59,other,ECYCL
2020-10-20,21.54,21.42,21.54,21.37,3.24K,-0.04,other,ECYCL
2020-10-19,21.55,21.64,21.64,21.36,3.65K,-1.21,other,ECYCL
2020-10-16,21.81,21.82,21.82,21.18,2.33K,-0.04,other,ECYCL
2020-10-14,21.82,21.91,21.91,21.14,2.81K,0.84,other,ECYCL
2020-10-13,21.64,22.18,22.18,21.55,16.14K,-1.65,other,ECYCL
2020-10-12,22.0,21.64,22.09,21.64,4.96K,2.11,other,ECYCL
2020-10-09,21.55,21.33,21.82,21.33,53.14K,3.04,other,ECYCL
2020-10-08,20.91,21.32,21.32,20.91,6.15K,-1.92,other,ECYCL
2020-10-07,21.32,21.55,21.55,21.18,13.08K,-1.05,other,ECYCL
2020-10-06,21.55,21.18,21.64,21.18,7.56K,-0.42,other,ECYCL
2020-10-05,21.64,21.14,21.64,20.85,4.57K,4.85,other,ECYCL
2020-10-02,20.64,20.27,21.18,20.0,32.73K,-1.05,other,ECYCL
2020-10-01,20.85,22.07,22.08,20.85,45.22K,-6.06,other,ECYCL
2020-09-30,22.2,22.28,22.36,22.09,12.48K,-1.25,other,ECYCL
2020-09-29,22.48,22.55,22.55,22.19,6.98K,-0.28,other,ECYCL
2020-09-28,22.55,22.23,22.64,22.22,16.61K,1.22,other,ECYCL
2020-09-25,22.27,22.19,22.45,22.19,12.96K,0.37,other,ECYCL
2020-09-24,22.19,22.36,22.56,22.19,7.39K,-0.97,other,ECYCL
2020-09-23,22.41,21.91,22.55,21.91,6.83K,0.69,other,ECYCL
2020-09-22,22.25,22.45,22.45,22.09,12.65K,-0.85,other,ECYCL
2020-09-21,22.45,22.5,22.5,22.27,10.57K,-0.24,other,ECYCL
2023-09-20,5.65,5.55,5.65,5.51,2.71K,-0.35,other,LNDOR
2023-09-19,5.67,5.68,5.68,5.67,0.01K,2.35,other,LNDOR
2023-09-18,5.54,5.68,5.68,5.54,2.90K,-2.81,other,LNDOR
2023-09-14,5.7,5.7,5.7,5.7,0.00K,5.56,other,LNDOR
2023-09-13,5.4,5.75,5.75,5.37,0.09K,-2.35,other,LNDOR
2023-09-12,5.53,5.7,5.71,5.53,17.66K,-5.95,other,LNDOR
2023-09-11,5.88,6.0,6.0,5.8,0.72K,-2.0,other,LNDOR
2023-09-08,6.0,6.0,6.0,6.0,0.01K,0.0,other,LNDOR
2023-09-07,6.0,6.0,6.1,6.0,1.11K,0.0,other,LNDOR
2023-09-06,6.0,6.0,6.0,5.91,9.44K,0.0,other,LNDOR
2023-09-05,6.0,5.9,6.0,5.9,0.05K,0.0,other,LNDOR
2023-09-04,6.0,5.91,6.0,5.91,0.22K,1.52,other,LNDOR
2023-09-01,5.91,6.0,6.0,5.91,0.15K,-1.5,other,LNDOR
2023-08-31,6.0,6.1,6.1,6.0,0.08K,-1.96,other,LNDOR
2023-08-30,6.12,6.0,6.12,6.0,0.20K,2.0,other,LNDOR
2023-08-29,6.0,6.0,6.0,6.0,0.06K,0.0,other,LNDOR
2023-08-28,6.0,5.95,6.0,5.92,0.20K,0.84,other,LNDOR
2023-08-25,5.95,5.96,6.0,5.95,0.32K,-0.17,other,LNDOR
2023-08-24,5.96,6.0,6.0,5.96,0.18K,-0.67,other,LNDOR
2023-08-23,6.0,6.0,6.0,6.0,0.32K,-1.96,other,LNDOR
2023-08-22,6.12,6.12,6.12,6.12,0.04K,0.0,other,LNDOR
2023-08-18,6.12,6.12,6.12,6.12,0.01K,-0.16,other,LNDOR
2023-08-17,6.13,6.01,6.15,5.95,0.48K,0.49,other,LNDOR
2023-08-16,6.1,6.1,6.1,6.1,0.08K,-0.65,other,LNDOR
2023-08-15,6.14,6.03,6.14,6.0,1.40K,-0.16,other,LNDOR
2023-08-11,6.15,6.15,6.15,6.1,0.12K,0.0,other,LNDOR
2023-08-09,6.15,6.15,6.15,6.15,0.05K,0.0,other,LNDOR
2023-08-08,6.15,6.15,6.15,6.15,0.05K,0.0,other,LNDOR
2023-08-07,6.15,6.15,6.15,6.15,0.02K,-0.65,other,LNDOR
2023-08-03,6.19,6.19,6.19,6.19,3.68K,0.0,other,LNDOR
2023-08-02,6.19,6.18,6.19,6.05,1.09K,0.0,other,LNDOR
2023-08-01,6.19,6.19,6.19,6.19,0.09K,-0.16,other,LNDOR
2023-07-31,6.2,6.01,6.2,6.01,0.25K,-0.64,other,LNDOR
2023-07-28,6.24,6.23,6.24,6.23,0.23K,0.0,other,LNDOR
2023-07-27,6.24,6.15,6.24,6.1,0.13K,1.46,other,LNDOR
2023-07-26,6.15,6.25,6.25,6.15,0.08K,-1.6,other,LNDOR
2023-07-24,6.25,6.25,6.25,6.25,0.02K,0.81,other,LNDOR
2023-07-21,6.2,6.13,6.25,6.13,1.15K,1.14,other,LNDOR
2023-07-20,6.13,6.15,6.15,6.13,0.69K,-0.16,other,LNDOR
2023-07-14,6.14,6.13,6.14,6.13,7.10K,0.0,other,LNDOR
2023-07-12,6.14,6.0,6.14,6.0,0.48K,2.33,other,LNDOR
2023-07-11,6.0,6.0,6.15,6.0,1.17K,-3.23,other,LNDOR
2023-07-10,6.2,6.1,6.2,6.1,0.47K,0.0,other,LNDOR
2023-07-07,6.2,6.27,6.27,6.2,0.26K,-1.27,other,LNDOR
2023-07-06,6.28,6.1,6.28,6.1,1.19K,-0.16,other,LNDOR
2023-07-05,6.29,6.01,6.29,6.01,0.30K,4.83,other,LNDOR
2023-07-04,6.0,6.27,6.27,6.0,0.21K,-4.46,other,LNDOR
2023-07-03,6.28,5.95,6.28,5.95,1.28K,4.49,other,LNDOR
2023-06-30,6.01,6.01,6.01,6.0,0.67K,-4.3,other,LNDOR
2023-06-27,6.28,6.29,6.29,6.0,13.02K,-0.16,other,LNDOR
2023-06-26,6.29,6.0,6.36,6.0,1.11K,-0.16,other,LNDOR
2023-06-23,6.3,6.3,6.3,6.3,0.00K,2.77,other,LNDOR
2023-06-22,6.13,6.13,6.13,5.95,10.96K,0.0,other,LNDOR
